--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2007-08-14T00:00:00, Critical path event 1,61,4
2007-08-14T00:09:18, Critical path event 2,44,10
2007-08-14T00:15:04, Misc. noise event 0,81,0
2007-08-14T00:16:44, Critical path event 3,47,6
2007-08-14T00:20:59, Misc. noise event 1,28,10
2007-08-14T00:24:12, Critical path event 4,2,4
2007-08-14T00:39:33, Critical path event 5,68,2
2007-08-14T00:46:59, Critical path event 6,45,4
2007-08-14T00:55:56, Critical path event 7,29,10
2007-08-14T00:59:39, Critical path event 8,12,1
2007-08-14T01:08:42, Critical path event 9,56,9
2007-08-14T01:15:20, Misc. noise event 2,3,10
2007-08-14T01:16:02, Critical path event 9,98,7
2007-08-14T01:27:28, Critical path event 9,21,9
2007-08-14T01:34:39, Critical path event 9,53,7
2007-08-14T01:40:58, Misc. noise event 3,29,5
2007-08-14T01:42:22, Critical path event 13,12,4
2007-08-14T01:49:40, Critical path event 14,45,7
2007-08-14T01:58:58, Critical path event 15,17,6
2007-08-14T02:06:24, Critical path event 16,35,1
2007-08-14T02:11:19, Misc. noise event 4,11,9
2007-08-14T02:13:52, Critical path event 17,6,4
2007-08-14T02:29:13, Critical path event 18,55,6
2007-08-14T02:36:39, Critical path event 19,4,5
2007-08-14T02:45:36, Critical path event 19,24,1
2007-08-14T02:46:25, Misc. noise event 5,52,2
2007-08-14T02:49:19, Critical path event 19,66,8
2007-08-14T02:58:22, Critical path event 19,1,9
2007-08-14T03:01:10, Misc. noise event 6,72,8
2007-08-14T03:05:42, Critical path event 23,87,9
2007-08-14T03:17:08, Critical path event 24,100,8
2007-08-14T03:24:19, Critical path event 25,100,4
2007-08-14T03:32:02, Critical path event 26,41,2
2007-08-14T03:39:20, Critical path event 27,78,5
2007-08-14T03:48:38, Critical path event 28,16,9
2007-08-14T03:52:38, Misc. noise event 7,71,9
2007-08-14T03:56:04, Critical path event 29,40,0
2007-08-14T04:03:32, Critical path event 29,37,10
2007-08-14T04:18:53, Critical path event 29,1,9
2007-08-14T04:26:19, Critical path event 29,42,9
2007-08-14T04:35:16, Critical path event 33,37,4
2007-08-14T04:38:59, Critical path event 34,100,2
2007-08-14T04:48:02, Critical path event 35,96,9
2007-08-14T04:55:22, Critical path event 36,94,4
2007-08-14T05:06:48, Critical path event 37,88,10
2007-08-14T05:12:56, Misc. noise event 8,42,8
2007-08-14T05:13:59, Critical path event 38,14,6
2007-08-14T05:21:42, Critical path event 39,83,10
2007-08-14T05:29:00, Critical path event 19,5,5
2007-08-14T05:38:18, Critical path event 19,16,8
2007-08-14T05:45:44, Critical path event 19,14,7
2007-08-14T05:50:38, Misc. noise event 9,2,1
2007-08-14T05:53:12, Critical path event 19,99,3
2007-08-14T06:07:47, Misc. noise event 10,29,6
2007-08-14T06:08:33, Critical path event 44,0,5
