--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2006-02-08T00:00:00, Critical path event 1,72,4
2006-02-08T00:07:13, Critical path event 2,92,6
2006-02-08T00:22:53, Misc. noise event 0,91,0
2006-02-08T00:23:03, Critical path event 3,60,7
2006-02-08T00:42:20, Critical path event 4,57,0
2006-02-08T00:57:43, Critical path event 5,63,9
2006-02-08T01:07:09, Misc. noise event 1,59,3
2006-02-08T01:10:55, Critical path event 6,74,0
2006-02-08T01:28:12, Critical path event 7,72,7
2006-02-08T01:32:50, Critical path event 8,69,6
2006-02-08T01:42:00, Critical path event 9,62,2
2006-02-08T01:50:00, Critical path event 9,15,2
2006-02-08T02:00:50, Critical path event 9,29,1
2006-02-08T02:10:27, Misc. noise event 2,9,4
2006-02-08T02:15:20, Critical path event 9,70,3
2006-02-08T02:22:09, Critical path event 13,27,3
2006-02-08T02:30:25, Critical path event 14,6,8
2006-02-08T02:37:36, Misc. noise event 3,84,0
2006-02-08T02:37:38, Critical path event 15,48,7
2006-02-08T02:45:10, Critical path event 16,95,5
2006-02-08T03:05:21, Critical path event 17,11,10
2006-02-08T03:25:01, Misc. noise event 4,88,2
2006-02-08T03:26:46, Critical path event 18,35,2
2006-02-08T03:35:16, Critical path event 19,27,3
2006-02-08T03:42:33, Critical path event 19,50,10
2006-02-08T03:52:52, Critical path event 19,70,7
2006-02-08T04:16:14, Critical path event 19,9,0
2006-02-08T04:24:14, Critical path event 23,2,0
2006-02-08T04:36:01, Critical path event 24,64,2
2006-02-08T04:42:46, Misc. noise event 5,30,9
2006-02-08T04:43:31, Critical path event 25,34,7
2006-02-08T04:50:20, Critical path event 26,48,6
2006-02-08T04:58:36, Critical path event 27,26,3
2006-02-08T05:14:53, Misc. noise event 6,53,4
2006-02-08T05:18:32, Critical path event 28,26,1
2006-02-08T05:26:04, Critical path event 29,33,8
2006-02-08T05:39:26, Critical path event 29,96,9
2006-02-08T05:50:06, Misc. noise event 7,58,0
2006-02-08T05:54:49, Critical path event 29,80,0
2006-02-08T06:15:59, Critical path event 29,79,4
2006-02-08T06:23:16, Critical path event 33,73,7
2006-02-08T06:27:54, Critical path event 34,18,2
2006-02-08T06:46:40, Critical path event 35,65,0
2006-02-08T06:52:59, Misc. noise event 8,37,9
2006-02-08T06:54:40, Critical path event 36,65,3
2006-02-08T07:19:49, Critical path event 37,92,6
2006-02-08T07:30:50, Critical path event 38,64,3
2006-02-08T07:45:30, Critical path event 39,89,10
2006-02-08T07:53:46, Critical path event 19,12,6
2006-02-08T08:00:59, Critical path event 19,74,5
2006-02-08T08:07:27, Misc. noise event 9,18,3
2006-02-08T08:08:31, Critical path event 19,86,3
2006-02-08T08:15:45, Misc. noise event 10,87,3
2006-02-08T08:15:47, Critical path event 19,98,9
2006-02-08T08:31:10, Critical path event 44,21,8
