--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2006-12-27T00:00:00, Critical path event 1,18,2
2006-12-27T00:05:38, Misc. noise event 0,46,8
2006-12-27T00:07:37, Critical path event 2,76,2
2006-12-27T00:16:13, Critical path event 3,19,3
2006-12-27T00:23:22, Misc. noise event 1,89,9
2006-12-27T00:25:45, Critical path event 4,61,0
2006-12-27T00:39:01, Critical path event 5,46,3
2006-12-27T00:48:13, Critical path event 6,99,10
2006-12-27T00:55:40, Critical path event 7,41,4
2006-12-27T00:57:08, Misc. noise event 2,39,9
2006-12-27T01:00:19, Critical path event 8,22,5
2006-12-27T01:05:25, Misc. noise event 3,97,6
2006-12-27T01:09:08, Critical path event 9,53,0
2006-12-27T01:17:38, Critical path event 9,0,1
2006-12-27T01:24:52, Misc. noise event 4,4,4
2006-12-27T01:29:20, Critical path event 9,72,1
2006-12-27T01:35:28, Critical path event 9,74,4
2006-12-27T01:37:52, Misc. noise event 5,42,0
2006-12-27T01:41:59, Critical path event 13,43,2
2006-12-27T01:48:21, Misc. noise event 6,51,6
2006-12-27T01:50:04, Critical path event 14,88,8
2006-12-27T01:56:21, Misc. noise event 7,74,3
2006-12-27T01:57:41, Critical path event 15,74,9
2006-12-27T02:06:17, Critical path event 16,49,5
2006-12-27T02:15:49, Critical path event 17,69,5
2006-12-27T02:29:05, Critical path event 18,70,3
2006-12-27T02:38:17, Critical path event 19,93,1
2006-12-27T02:45:44, Critical path event 19,4,5
2006-12-27T02:50:23, Critical path event 19,4,4
2006-12-27T02:59:12, Critical path event 19,84,8
2006-12-27T03:07:42, Critical path event 23,80,6
2006-12-27T03:19:24, Critical path event 24,71,1
2006-12-27T03:25:32, Critical path event 25,70,10
2006-12-27T03:32:03, Critical path event 26,19,10
2006-12-27T03:40:08, Critical path event 27,70,3
2006-12-27T03:47:45, Critical path event 28,9,0
2006-12-27T03:56:21, Critical path event 29,54,7
2006-12-27T04:05:53, Critical path event 29,44,0
2006-12-27T04:16:00, Misc. noise event 8,8,8
2006-12-27T04:19:09, Critical path event 29,44,4
2006-12-27T04:28:21, Critical path event 29,29,0
2006-12-27T04:31:36, Misc. noise event 9,15,4
2006-12-27T04:35:48, Critical path event 33,90,0
2006-12-27T04:40:27, Critical path event 34,47,8
2006-12-27T04:47:14, Misc. noise event 10,64,5
2006-12-27T04:49:16, Critical path event 35,87,6
2006-12-27T04:57:46, Critical path event 36,63,0
2006-12-27T05:09:28, Critical path event 37,18,2
2006-12-27T05:15:36, Critical path event 38,17,7
2006-12-27T05:22:07, Critical path event 39,71,5
2006-12-27T05:30:12, Critical path event 19,62,6
2006-12-27T05:37:49, Critical path event 19,30,3
2006-12-27T05:46:25, Critical path event 19,60,5
2006-12-27T05:55:57, Critical path event 19,61,5
2006-12-27T06:09:13, Critical path event 44,15,2
