--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2006-05-25T00:00:00, Critical path event 1,76,1
2006-05-25T00:07:18, Critical path event 2,5,1
2006-05-25T00:14:41, Critical path event 3,75,3
2006-05-25T00:22:57, Misc. noise event 0,25,7
2006-05-25T00:23:37, Critical path event 4,55,10
2006-05-25T00:38:45, Critical path event 5,64,10
2006-05-25T00:47:20, Critical path event 6,79,7
2006-05-25T00:56:20, Critical path event 7,12,4
2006-05-25T01:00:10, Misc. noise event 1,50,0
2006-05-25T01:00:28, Critical path event 8,46,10
2006-05-25T01:07:36, Misc. noise event 2,33,6
2006-05-25T01:08:37, Critical path event 9,73,1
2006-05-25T01:16:31, Critical path event 9,51,4
2006-05-25T01:24:42, Misc. noise event 3,75,7
2006-05-25T01:28:29, Critical path event 9,4,4
2006-05-25T01:35:56, Critical path event 9,33,8
2006-05-25T01:44:00, Critical path event 13,58,1
2006-05-25T01:52:02, Critical path event 14,70,9
2006-05-25T01:59:20, Critical path event 15,28,5
2006-05-25T02:17:06, Critical path event 16,60,4
2006-05-25T02:25:19, Misc. noise event 4,18,7
2006-05-25T02:26:02, Critical path event 17,91,0
2006-05-25T02:41:10, Critical path event 18,33,1
2006-05-25T02:51:28, Misc. noise event 5,95,3
2006-05-25T02:52:40, Critical path event 19,7,5
2006-05-25T03:01:40, Critical path event 19,26,10
2006-05-25T03:05:48, Critical path event 19,5,8
2006-05-25T03:18:06, Critical path event 19,63,2
2006-05-25T03:26:00, Critical path event 23,60,9
2006-05-25T03:37:58, Critical path event 24,43,5
2006-05-25T03:43:28, Misc. noise event 6,56,4
2006-05-25T03:45:25, Critical path event 25,90,4
2006-05-25T03:51:45, Critical path event 26,51,5
2006-05-25T03:59:47, Critical path event 27,31,3
2006-05-25T04:09:00, Critical path event 28,100,9
2006-05-25T04:16:23, Critical path event 29,30,4
2006-05-25T04:28:04, Critical path event 29,75,0
2006-05-25T04:43:12, Critical path event 29,87,8
2006-05-25T04:51:47, Critical path event 29,49,10
2006-05-25T05:00:47, Critical path event 33,44,6
2006-05-25T05:04:19, Misc. noise event 7,14,10
2006-05-25T05:04:55, Critical path event 34,23,10
2006-05-25T05:13:04, Critical path event 35,73,8
2006-05-25T05:20:58, Critical path event 36,16,1
2006-05-25T05:32:56, Critical path event 37,99,0
2006-05-25T05:37:40, Misc. noise event 8,38,3
2006-05-25T05:40:23, Critical path event 38,22,3
2006-05-25T05:53:48, Misc. noise event 9,10,6
2006-05-25T05:58:19, Critical path event 39,12,0
2006-05-25T06:06:21, Critical path event 19,8,3
2006-05-25T06:15:19, Misc. noise event 10,49,4
2006-05-25T06:15:24, Critical path event 19,16,4
2006-05-25T06:35:58, Critical path event 19,15,8
2006-05-25T06:44:54, Critical path event 19,40,7
2006-05-25T07:15:30, Critical path event 44,95,7
