--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2005-03-28T23:58:46, Misc. noise event 0,61,4
2005-03-29T00:00:00, Critical path event 1,89,3
2005-03-29T00:03:49, Misc. noise event 1,70,0
2005-03-29T00:08:31, Critical path event 2,34,9
2005-03-29T00:30:30, Critical path event 3,46,6
2005-03-29T00:38:20, Critical path event 4,100,8
2005-03-29T00:48:31, Misc. noise event 2,17,2
2005-03-29T00:53:06, Critical path event 5,14,7
2005-03-29T01:02:06, Critical path event 6,80,7
2005-03-29T01:09:31, Critical path event 7,72,10
2005-03-29T01:16:28, Critical path event 8,61,3
2005-03-29T01:20:33, Misc. noise event 3,1,8
2005-03-29T01:25:27, Critical path event 9,56,1
2005-03-29T01:33:41, Critical path event 9,94,4
2005-03-29T01:45:28, Critical path event 9,60,9
2005-03-29T01:51:33, Misc. noise event 4,89,4
2005-03-29T01:52:00, Critical path event 9,80,5
2005-03-29T01:58:49, Critical path event 13,56,5
2005-03-29T02:08:06, Critical path event 14,68,0
2005-03-29T02:16:37, Critical path event 15,55,6
2005-03-29T02:20:50, Misc. noise event 5,37,2
2005-03-29T02:24:12, Critical path event 16,43,10
2005-03-29T02:32:02, Critical path event 17,59,2
2005-03-29T02:46:48, Critical path event 18,98,4
2005-03-29T03:11:13, Critical path event 19,8,8
2005-03-29T03:18:38, Critical path event 19,91,9
2005-03-29T03:17:51, Misc. noise event 6,23,8
2005-03-29T03:22:48, Critical path event 19,18,2
2005-03-29T03:41:30, Critical path event 19,95,5
2005-03-29T03:49:44, Critical path event 23,84,6
2005-03-29T04:10:06, Critical path event 24,33,4
2005-03-29T04:26:23, Misc. noise event 7,94,5
2005-03-29T04:29:42, Critical path event 25,13,3
2005-03-29T04:43:39, Misc. noise event 8,93,6
2005-03-29T04:46:39, Critical path event 26,52,7
2005-03-29T04:55:56, Critical path event 27,19,5
2005-03-29T05:04:27, Critical path event 28,14,10
2005-03-29T05:12:25, Misc. noise event 9,40,4
2005-03-29T05:16:39, Critical path event 29,85,5
2005-03-29T05:24:29, Critical path event 29,60,1
2005-03-29T05:39:15, Critical path event 29,14,2
2005-03-29T06:03:27, Critical path event 29,10,1
2005-03-29T06:23:34, Critical path event 33,33,10
2005-03-29T06:27:44, Critical path event 34,72,3
2005-03-29T06:36:43, Critical path event 35,73,9
2005-03-29T06:44:57, Critical path event 36,22,5
2005-03-29T06:54:59, Misc. noise event 10,10,2
2005-03-29T06:56:44, Critical path event 37,95,2
2005-03-29T07:07:37, Critical path event 38,53,2
2005-03-29T07:14:26, Critical path event 39,70,8
2005-03-29T07:29:17, Critical path event 19,41,4
2005-03-29T07:37:48, Critical path event 19,69,6
2005-03-29T07:45:23, Critical path event 19,50,9
2005-03-29T07:53:13, Critical path event 19,74,1
2005-03-29T08:36:16, Critical path event 44,35,3
