--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2004-02-04T23:58:34, Misc. noise event 0,89,1
2004-02-05T00:00:00, Critical path event 1,35,7
2004-02-05T00:08:41, Critical path event 2,45,5
2004-02-05T00:18:09, Critical path event 3,6,1
2004-02-05T00:25:24, Critical path event 4,24,2
2004-02-05T00:38:00, Misc. noise event 1,100,8
2004-02-05T00:39:25, Critical path event 5,9,3
2004-02-05T00:48:30, Critical path event 6,62,5
2004-02-05T00:56:18, Critical path event 7,12,8
2004-02-05T00:58:57, Misc. noise event 2,97,0
2004-02-05T01:00:01, Critical path event 8,71,8
2004-02-05T01:07:59, Critical path event 9,20,7
2004-02-05T01:15:49, Critical path event 9,32,10
2004-02-05T01:25:55, Critical path event 9,82,3
2004-02-05T01:32:03, Critical path event 9,93,9
2004-02-05T01:36:56, Misc. noise event 3,16,2
2004-02-05T01:38:17, Critical path event 13,39,10
2004-02-05T01:46:18, Critical path event 14,51,9
2004-02-05T01:54:59, Critical path event 15,31,2
2004-02-05T02:04:27, Critical path event 16,5,7
2004-02-05T02:11:42, Critical path event 17,9,7
2004-02-05T02:24:01, Misc. noise event 4,51,1
2004-02-05T02:25:43, Critical path event 18,63,10
2004-02-05T02:33:33, Misc. noise event 5,74,0
2004-02-05T02:34:48, Critical path event 19,3,2
2004-02-05T02:42:36, Critical path event 19,21,9
2004-02-05T02:46:19, Critical path event 19,4,5
2004-02-05T02:54:17, Critical path event 19,70,4
2004-02-05T03:02:07, Critical path event 23,60,3
2004-02-05T03:12:13, Critical path event 24,44,3
2004-02-05T03:18:21, Critical path event 25,14,7
2004-02-05T03:24:04, Misc. noise event 6,55,1
2004-02-05T03:24:35, Critical path event 26,56,7
2004-02-05T03:32:36, Critical path event 27,6,3
2004-02-05T03:38:50, Misc. noise event 7,85,1
2004-02-05T03:41:17, Critical path event 28,92,10
2004-02-05T03:50:45, Critical path event 29,91,7
2004-02-05T03:58:00, Critical path event 29,83,7
2004-02-05T04:12:01, Critical path event 29,51,6
2004-02-05T04:21:06, Critical path event 29,70,0
2004-02-05T04:28:54, Critical path event 33,16,1
2004-02-05T04:32:37, Critical path event 34,41,10
2004-02-05T04:40:35, Critical path event 35,88,4
2004-02-05T04:44:12, Misc. noise event 8,48,4
2004-02-05T04:48:25, Critical path event 36,11,8
2004-02-05T04:58:31, Critical path event 37,3,3
2004-02-05T05:01:43, Misc. noise event 9,52,10
2004-02-05T05:04:39, Critical path event 38,76,9
2004-02-05T05:07:09, Misc. noise event 10,70,10
2004-02-05T05:10:53, Critical path event 39,37,4
2004-02-05T05:18:54, Critical path event 19,94,7
2004-02-05T05:27:35, Critical path event 19,87,6
2004-02-05T05:37:03, Critical path event 19,59,4
2004-02-05T05:44:18, Critical path event 19,90,5
2004-02-05T05:58:19, Critical path event 44,18,3
