--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2006-08-27T00:00:00, Critical path event 1,73,5
2006-08-27T00:06:20, Critical path event 2,42,0
2006-08-27T00:12:47, Critical path event 3,35,10
2006-08-27T00:19:04, Critical path event 4,97,4
2006-08-27T00:30:25, Critical path event 5,89,6
2006-08-27T00:36:50, Critical path event 6,12,5
2006-08-27T00:43:12, Critical path event 7,79,6
2006-08-27T00:47:24, Critical path event 8,66,1
2006-08-27T00:51:21, Misc. noise event 0,65,5
2006-08-27T00:53:37, Critical path event 9,84,2
2006-08-27T00:56:26, Misc. noise event 1,60,1
2006-08-27T01:00:58, Critical path event 9,94,7
2006-08-27T01:09:49, Critical path event 9,8,7
2006-08-27T01:15:32, Critical path event 9,87,7
2006-08-27T01:17:49, Misc. noise event 2,100,2
2006-08-27T01:21:54, Critical path event 13,78,7
2006-08-27T01:29:32, Critical path event 14,69,0
2006-08-27T01:35:52, Critical path event 15,42,8
2006-08-27T01:42:19, Critical path event 16,12,5
2006-08-27T01:48:36, Critical path event 17,45,1
2006-08-27T01:59:50, Misc. noise event 3,66,8
2006-08-27T01:59:57, Critical path event 18,49,4
2006-08-27T02:06:22, Critical path event 19,22,3
2006-08-27T02:12:44, Critical path event 19,60,3
2006-08-27T02:16:56, Critical path event 19,30,10
2006-08-27T02:18:39, Misc. noise event 4,18,4
2006-08-27T02:23:09, Critical path event 19,47,1
2006-08-27T02:30:30, Critical path event 23,53,10
2006-08-27T02:39:21, Critical path event 24,81,6
2006-08-27T02:45:04, Critical path event 25,21,2
2006-08-27T02:51:26, Critical path event 26,46,6
2006-08-27T02:56:16, Misc. noise event 5,97,8
2006-08-27T02:59:04, Critical path event 27,16,9
2006-08-27T03:05:24, Critical path event 28,73,10
2006-08-27T03:07:11, Misc. noise event 6,61,8
2006-08-27T03:11:51, Critical path event 29,84,7
2006-08-27T03:18:08, Critical path event 29,99,6
2006-08-27T03:27:36, Misc. noise event 7,20,10
2006-08-27T03:29:29, Critical path event 29,92,1
2006-08-27T03:35:54, Critical path event 29,71,4
2006-08-27T03:38:10, Misc. noise event 8,82,3
2006-08-27T03:42:16, Critical path event 33,14,10
2006-08-27T03:46:28, Critical path event 34,31,4
2006-08-27T03:52:41, Critical path event 35,95,7
2006-08-27T04:00:02, Critical path event 36,98,2
2006-08-27T04:08:53, Critical path event 37,45,0
2006-08-27T04:14:36, Critical path event 38,92,10
2006-08-27T04:20:58, Critical path event 39,80,8
2006-08-27T04:27:03, Misc. noise event 9,79,0
2006-08-27T04:28:36, Critical path event 19,56,8
2006-08-27T04:34:56, Critical path event 19,59,4
2006-08-27T04:41:23, Critical path event 19,84,6
2006-08-27T04:47:40, Critical path event 19,12,4
2006-08-27T04:55:15, Misc. noise event 10,41,1
2006-08-27T04:59:01, Critical path event 44,42,5
