--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2004-04-23T00:00:00, Critical path event 1,85,3
2004-04-23T00:11:53, Critical path event 2,83,10
2004-04-23T00:16:31, Misc. noise event 0,79,8
2004-04-23T00:19:58, Critical path event 3,6,3
2004-04-23T00:29:22, Critical path event 4,27,10
2004-04-23T00:42:38, Critical path event 5,58,0
2004-04-23T00:50:03, Critical path event 6,35,4
2004-04-23T00:59:16, Critical path event 7,81,0
2004-04-23T01:11:43, Misc. noise event 1,56,7
2004-04-23T01:13:58, Critical path event 8,66,4
2004-04-23T01:21:16, Critical path event 9,85,8
2004-04-23T01:28:36, Critical path event 9,78,1
2004-04-23T01:58:45, Misc. noise event 2,1,5
2004-04-23T01:59:08, Critical path event 9,92,2
2004-04-23T02:06:45, Critical path event 9,76,9
2004-04-23T02:18:09, Critical path event 13,59,0
2004-04-23T02:23:05, Misc. noise event 3,45,7
2004-04-23T02:25:52, Critical path event 14,72,3
2004-04-23T02:33:05, Critical path event 15,60,7
2004-04-23T02:38:59, Misc. noise event 4,43,10
2004-04-23T02:41:10, Critical path event 16,8,10
2004-04-23T02:49:41, Misc. noise event 5,25,10
2004-04-23T02:50:34, Critical path event 17,10,6
2004-04-23T03:25:56, Misc. noise event 6,2,10
2004-04-23T03:28:26, Critical path event 18,27,4
2004-04-23T03:47:11, Critical path event 19,79,8
2004-04-23T03:56:24, Critical path event 19,75,10
2004-04-23T04:01:56, Critical path event 19,84,4
2004-04-23T04:18:39, Critical path event 19,35,8
2004-04-23T04:31:34, Critical path event 23,80,9
2004-04-23T04:41:48, Critical path event 24,99,8
2004-04-23T04:50:12, Critical path event 25,70,5
2004-04-23T04:56:19, Critical path event 26,36,3
2004-04-23T05:03:40, Misc. noise event 7,51,0
2004-04-23T05:04:02, Critical path event 27,30,4
2004-04-23T05:11:15, Critical path event 28,19,8
2004-04-23T05:19:20, Critical path event 29,76,1
2004-04-23T05:30:20, Critical path event 29,88,0
2004-04-23T05:55:05, Critical path event 29,71,1
2004-04-23T06:02:30, Critical path event 29,3,5
2004-04-23T06:19:32, Misc. noise event 8,4,3
2004-04-23T06:19:53, Critical path event 33,14,0
2004-04-23T06:29:29, Critical path event 34,66,8
2004-04-23T06:36:47, Critical path event 35,16,2
2004-04-23T06:44:07, Critical path event 36,31,1
2004-04-23T06:54:21, Critical path event 37,92,2
2004-04-23T06:57:46, Misc. noise event 9,56,9
2004-04-23T07:01:58, Critical path event 38,93,10
2004-04-23T07:08:05, Critical path event 39,28,8
2004-04-23T07:15:48, Critical path event 19,19,9
2004-04-23T07:23:01, Critical path event 19,5,3
2004-04-23T07:30:05, Misc. noise event 10,60,7
2004-04-23T07:31:06, Critical path event 19,11,9
2004-04-23T07:40:30, Critical path event 19,43,0
2004-04-23T08:06:43, Critical path event 44,56,5
