--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2005-12-22T00:00:00, Critical path event 1,63,8
2005-12-22T00:07:14, Critical path event 2,12,1
2005-12-22T00:25:15, Misc. noise event 0,82,10
2005-12-22T00:28:55, Critical path event 3,59,4
2005-12-22T00:36:30, Misc. noise event 1,42,8
2005-12-22T00:38:13, Critical path event 4,59,2
2005-12-22T00:49:23, Misc. noise event 2,7,7
2005-12-22T00:51:39, Critical path event 5,14,5
2005-12-22T01:02:27, Critical path event 6,16,5
2005-12-22T01:08:17, Misc. noise event 3,40,6
2005-12-22T01:10:39, Critical path event 7,61,4
2005-12-22T01:14:16, Critical path event 8,54,4
2005-12-22T01:22:58, Critical path event 9,5,7
2005-12-22T01:32:07, Critical path event 9,2,9
2005-12-22T01:41:18, Misc. noise event 4,90,0
2005-12-22T01:44:03, Critical path event 9,96,9
2005-12-22T01:50:55, Critical path event 9,34,8
2005-12-22T01:57:07, Critical path event 13,22,10
2005-12-22T02:04:30, Critical path event 14,66,10
2005-12-22T02:11:44, Critical path event 15,58,7
2005-12-22T02:21:16, Critical path event 16,99,3
2005-12-22T02:37:07, Misc. noise event 5,29,10
2005-12-22T02:38:37, Critical path event 17,85,10
2005-12-22T02:52:03, Critical path event 18,37,0
2005-12-22T03:01:26, Critical path event 19,28,3
2005-12-22T03:09:38, Critical path event 19,5,9
2005-12-22T03:11:48, Misc. noise event 6,72,3
2005-12-22T03:13:15, Critical path event 19,100,4
2005-12-22T03:21:57, Critical path event 19,42,5
2005-12-22T03:36:30, Misc. noise event 7,41,3
2005-12-22T03:39:47, Critical path event 23,60,1
2005-12-22T03:51:18, Misc. noise event 8,68,10
2005-12-22T03:51:43, Critical path event 24,34,8
2005-12-22T03:58:35, Critical path event 25,49,7
2005-12-22T04:04:47, Critical path event 26,21,2
2005-12-22T04:26:38, Critical path event 27,42,5
2005-12-22T04:33:52, Critical path event 28,73,4
2005-12-22T04:43:24, Critical path event 29,24,4
2005-12-22T05:03:22, Critical path event 29,17,4
2005-12-22T05:16:48, Critical path event 29,31,0
2005-12-22T05:26:11, Critical path event 29,97,9
2005-12-22T05:34:23, Critical path event 33,51,1
2005-12-22T05:38:00, Critical path event 34,97,6
2005-12-22T05:46:42, Critical path event 35,64,1
2005-12-22T05:55:51, Critical path event 36,33,2
2005-12-22T06:04:01, Misc. noise event 9,92,3
2005-12-22T06:07:47, Critical path event 37,74,1
2005-12-22T06:14:39, Critical path event 38,52,4
2005-12-22T06:21:10, Critical path event 39,95,7
2005-12-22T06:28:33, Critical path event 19,96,10
2005-12-22T06:33:58, Misc. noise event 10,16,2
2005-12-22T06:35:47, Critical path event 19,88,8
2005-12-22T06:45:19, Critical path event 19,47,1
2005-12-22T06:54:37, Critical path event 19,82,10
2005-12-22T07:12:06, Critical path event 44,42,6
