--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2006-11-24T00:00:00, Critical path event 1,90,0
2006-11-24T00:08:44, Misc. noise event 0,54,10
2006-11-24T00:12:25, Critical path event 2,86,0
2006-11-24T00:16:21, Misc. noise event 1,88,2
2006-11-24T00:19:50, Critical path event 3,10,8
2006-11-24T00:25:56, Misc. noise event 2,66,8
2006-11-24T00:28:44, Critical path event 4,49,6
2006-11-24T00:42:50, Critical path event 5,18,4
2006-11-24T00:51:08, Critical path event 6,34,9
2006-11-24T00:59:42, Critical path event 7,4,7
2006-11-24T01:03:25, Critical path event 8,19,8
2006-11-24T01:22:46, Critical path event 9,45,0
2006-11-24T01:31:41, Critical path event 9,48,1
2006-11-24T01:54:34, Critical path event 9,1,3
2006-11-24T02:02:28, Critical path event 9,11,4
2006-11-24T02:10:22, Critical path event 13,66,10
2006-11-24T02:16:05, Misc. noise event 3,100,1
2006-11-24T02:19:01, Critical path event 14,68,2
2006-11-24T02:22:47, Misc. noise event 4,57,2
2006-11-24T02:27:30, Critical path event 15,52,4
2006-11-24T02:35:47, Critical path event 16,36,4
2006-11-24T02:44:41, Critical path event 17,48,6
2006-11-24T02:58:47, Critical path event 18,68,3
2006-11-24T03:07:05, Critical path event 19,72,3
2006-11-24T03:15:39, Critical path event 19,18,2
2006-11-24T03:19:22, Critical path event 19,48,9
2006-11-24T03:28:51, Critical path event 19,43,2
2006-11-24T03:37:35, Misc. noise event 5,1,10
2006-11-24T03:37:46, Critical path event 23,34,0
2006-11-24T03:48:41, Critical path event 24,31,3
2006-11-24T03:56:35, Critical path event 25,42,5
2006-11-24T04:04:29, Critical path event 26,12,1
2006-11-24T04:10:07, Misc. noise event 6,91,1
2006-11-24T04:13:08, Critical path event 27,57,5
2006-11-24T04:21:37, Critical path event 28,28,9
2006-11-24T04:37:40, Critical path event 29,99,9
2006-11-24T04:46:34, Critical path event 29,5,7
2006-11-24T05:00:55, Critical path event 29,19,8
2006-11-24T05:09:13, Critical path event 29,60,4
2006-11-24T05:13:48, Misc. noise event 7,62,4
2006-11-24T05:17:47, Critical path event 33,34,10
2006-11-24T05:21:30, Critical path event 34,38,8
2006-11-24T05:30:59, Critical path event 35,85,4
2006-11-24T05:39:54, Critical path event 36,30,6
2006-11-24T06:09:07, Critical path event 37,5,10
2006-11-24T06:20:34, Critical path event 38,48,6
2006-11-24T06:28:28, Critical path event 39,97,4
2006-11-24T06:37:07, Critical path event 19,4,3
2006-11-24T06:52:43, Critical path event 19,17,5
2006-11-24T06:56:12, Misc. noise event 8,87,2
2006-11-24T07:00:08, Critical path event 19,48,10
2006-11-24T07:06:45, Misc. noise event 9,78,10
2006-11-24T07:09:02, Critical path event 19,8,4
2006-11-24T07:19:03, Misc. noise event 10,9,4
2006-11-24T07:23:08, Critical path event 44,42,6
