--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2004-03-30T00:00:00, Critical path event 1,64,7
2004-03-30T00:09:34, Critical path event 2,59,8
2004-03-30T00:17:50, Critical path event 3,97,3
2004-03-30T00:25:21, Misc. noise event 0,58,9
2004-03-30T00:26:16, Critical path event 4,57,0
2004-03-30T00:35:18, Misc. noise event 1,92,9
2004-03-30T00:40:00, Critical path event 5,97,2
2004-03-30T00:48:31, Critical path event 6,41,0
2004-03-30T00:56:59, Critical path event 7,93,1
2004-03-30T01:01:08, Critical path event 8,91,10
2004-03-30T01:08:23, Critical path event 9,100,8
2004-03-30T01:16:00, Misc. noise event 2,41,8
2004-03-30T01:16:09, Critical path event 9,31,7
2004-03-30T01:27:48, Critical path event 9,94,9
2004-03-30T01:34:15, Critical path event 9,18,1
2004-03-30T01:41:58, Critical path event 13,11,4
2004-03-30T01:51:14, Critical path event 14,94,2
2004-03-30T01:58:26, Misc. noise event 3,5,6
2004-03-30T02:00:48, Critical path event 15,80,4
2004-03-30T02:09:04, Critical path event 16,86,5
2004-03-30T02:17:30, Critical path event 17,77,8
2004-03-30T02:31:14, Critical path event 18,77,3
2004-03-30T02:39:45, Critical path event 19,69,1
2004-03-30T02:48:13, Critical path event 19,68,8
2004-03-30T02:52:22, Critical path event 19,9,4
2004-03-30T02:59:37, Critical path event 19,7,8
2004-03-30T03:07:23, Critical path event 23,60,10
2004-03-30T03:19:02, Critical path event 24,19,5
2004-03-30T03:25:29, Critical path event 25,13,10
2004-03-30T03:32:45, Misc. noise event 4,79,3
2004-03-30T03:33:12, Critical path event 26,58,0
2004-03-30T03:42:28, Critical path event 27,95,0
2004-03-30T03:52:02, Critical path event 28,5,8
2004-03-30T04:00:18, Critical path event 29,9,6
2004-03-30T04:08:44, Critical path event 29,47,4
2004-03-30T04:22:28, Critical path event 29,46,8
2004-03-30T04:30:59, Critical path event 29,99,9
2004-03-30T04:39:27, Critical path event 33,99,2
2004-03-30T04:41:06, Misc. noise event 5,93,2
2004-03-30T04:43:36, Critical path event 34,87,2
2004-03-30T04:50:11, Misc. noise event 6,61,4
2004-03-30T04:50:51, Critical path event 35,8,7
2004-03-30T04:57:55, Misc. noise event 7,84,5
2004-03-30T04:58:37, Critical path event 36,6,1
2004-03-30T05:10:16, Critical path event 37,41,7
2004-03-30T05:14:21, Misc. noise event 8,53,4
2004-03-30T05:16:43, Critical path event 38,55,10
2004-03-30T05:24:26, Critical path event 39,95,1
2004-03-30T05:30:05, Misc. noise event 9,35,1
2004-03-30T05:33:42, Critical path event 19,2,0
2004-03-30T05:43:16, Critical path event 19,7,6
2004-03-30T05:51:32, Critical path event 19,89,4
2004-03-30T05:59:58, Critical path event 19,4,9
2004-03-30T06:12:36, Misc. noise event 10,57,10
2004-03-30T06:13:42, Critical path event 44,30,9
