--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2004-01-15T00:00:00, Critical path event 1,72,0
2004-01-15T00:08:13, Critical path event 2,44,7
2004-01-15T00:14:08, Misc. noise event 0,54,5
2004-01-15T00:16:32, Critical path event 3,78,10
2004-01-15T00:20:48, Misc. noise event 1,18,8
2004-01-15T00:24:36, Critical path event 4,99,3
2004-01-15T00:37:52, Critical path event 5,38,1
2004-01-15T00:47:09, Critical path event 6,94,9
2004-01-15T00:55:27, Critical path event 7,82,3
2004-01-15T00:59:25, Misc. noise event 2,82,6
2004-01-15T01:00:15, Critical path event 8,57,3
2004-01-15T01:07:59, Critical path event 9,35,6
2004-01-15T01:15:42, Misc. noise event 3,61,1
2004-01-15T01:16:01, Critical path event 9,38,8
2004-01-15T01:25:41, Critical path event 9,72,5
2004-01-15T01:33:18, Critical path event 9,47,5
2004-01-15T01:41:09, Critical path event 13,96,2
2004-01-15T01:50:39, Critical path event 14,68,8
2004-01-15T01:58:52, Critical path event 15,64,10
2004-01-15T02:07:11, Critical path event 16,45,7
2004-01-15T02:12:00, Misc. noise event 4,17,10
2004-01-15T02:15:15, Critical path event 17,54,4
2004-01-15T02:28:31, Critical path event 18,83,8
2004-01-15T02:40:43, Critical path event 19,54,1
2004-01-15T02:49:01, Critical path event 19,0,10
2004-01-15T02:53:49, Critical path event 19,33,3
2004-01-15T03:01:33, Critical path event 19,85,3
2004-01-15T03:09:35, Critical path event 23,6,6
2004-01-15T03:19:15, Critical path event 24,4,8
2004-01-15T03:26:52, Critical path event 25,28,5
2004-01-15T03:34:43, Critical path event 26,80,2
2004-01-15T03:44:13, Critical path event 27,43,9
2004-01-15T03:52:48, Misc. noise event 5,16,2
2004-01-15T03:56:40, Critical path event 28,16,1
2004-01-15T04:03:06, Misc. noise event 6,43,3
2004-01-15T04:04:59, Critical path event 29,86,9
2004-01-15T04:13:03, Critical path event 29,91,2
2004-01-15T04:26:19, Critical path event 29,95,5
2004-01-15T04:34:07, Misc. noise event 7,93,3
2004-01-15T04:37:33, Critical path event 29,90,7
2004-01-15T04:45:51, Critical path event 33,32,6
2004-01-15T04:56:23, Critical path event 34,95,6
2004-01-15T05:04:07, Critical path event 35,0,10
2004-01-15T05:23:54, Critical path event 36,85,0
2004-01-15T05:39:45, Critical path event 37,22,1
2004-01-15T05:47:22, Critical path event 38,100,1
2004-01-15T05:51:33, Misc. noise event 8,95,7
2004-01-15T05:55:13, Critical path event 39,28,8
2004-01-15T06:04:43, Critical path event 19,84,2
2004-01-15T06:10:56, Misc. noise event 9,11,0
2004-01-15T06:12:56, Critical path event 19,13,1
2004-01-15T06:21:15, Critical path event 19,100,1
2004-01-15T06:29:03, Misc. noise event 10,68,2
2004-01-15T06:33:07, Critical path event 19,91,2
2004-01-15T07:06:17, Critical path event 44,49,1
