--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2007-04-10T00:00:00, Critical path event 1,58,9
2007-04-10T00:08:17, Critical path event 2,15,10
2007-04-10T00:14:37, Misc. noise event 0,66,2
2007-04-10T00:17:35, Critical path event 3,99,7
2007-04-10T00:27:04, Critical path event 4,67,6
2007-04-10T00:40:42, Critical path event 5,91,0
2007-04-10T00:50:06, Critical path event 6,64,2
2007-04-10T00:57:43, Critical path event 7,95,0
2007-04-10T01:01:49, Misc. noise event 1,31,10
2007-04-10T01:03:38, Critical path event 8,59,2
2007-04-10T01:13:02, Critical path event 9,9,8
2007-04-10T01:20:33, Critical path event 9,30,6
2007-04-10T01:30:50, Critical path event 9,53,6
2007-04-10T01:38:13, Critical path event 9,62,5
2007-04-10T01:39:49, Misc. noise event 2,96,7
2007-04-10T01:44:22, Critical path event 13,12,0
2007-04-10T01:53:31, Critical path event 14,43,4
2007-04-10T02:01:48, Critical path event 15,8,10
2007-04-10T02:11:06, Critical path event 16,14,6
2007-04-10T02:20:35, Critical path event 17,49,1
2007-04-10T02:30:51, Misc. noise event 3,84,8
2007-04-10T02:34:13, Critical path event 18,32,1
2007-04-10T02:43:15, Misc. noise event 4,82,0
2007-04-10T02:43:37, Critical path event 19,46,4
2007-04-10T02:51:14, Critical path event 19,0,5
2007-04-10T02:57:09, Critical path event 19,85,2
2007-04-10T03:06:33, Critical path event 19,45,9
2007-04-10T03:10:54, Misc. noise event 5,97,4
2007-04-10T03:14:04, Critical path event 23,18,2
2007-04-10T03:22:13, Misc. noise event 6,33,5
2007-04-10T03:24:21, Critical path event 24,0,9
2007-04-10T03:31:44, Critical path event 25,86,3
2007-04-10T03:37:53, Critical path event 26,42,8
2007-04-10T03:42:44, Misc. noise event 7,14,10
2007-04-10T03:47:02, Critical path event 27,47,6
2007-04-10T03:55:19, Critical path event 28,98,4
2007-04-10T04:04:37, Critical path event 29,28,0
2007-04-10T04:14:06, Critical path event 29,4,1
2007-04-10T04:27:44, Critical path event 29,88,9
2007-04-10T04:34:36, Misc. noise event 8,97,1
2007-04-10T04:37:08, Critical path event 29,2,10
2007-04-10T04:44:45, Critical path event 33,53,5
2007-04-10T04:48:18, Misc. noise event 9,88,2
2007-04-10T04:50:40, Critical path event 34,29,1
2007-04-10T05:00:04, Critical path event 35,95,10
2007-04-10T05:07:35, Critical path event 36,99,3
2007-04-10T05:17:45, Misc. noise event 10,28,9
2007-04-10T05:17:52, Critical path event 37,97,5
2007-04-10T05:25:15, Critical path event 38,44,8
2007-04-10T05:31:24, Critical path event 39,59,10
2007-04-10T05:40:33, Critical path event 19,82,8
2007-04-10T05:48:50, Critical path event 19,76,8
2007-04-10T05:58:08, Critical path event 19,80,8
2007-04-10T06:07:37, Critical path event 19,78,5
2007-04-10T06:21:15, Critical path event 44,24,9
