--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2006-07-24T23:55:00, Misc. noise event 0,90,2
2006-07-25T00:00:00, Critical path event 1,50,6
2006-07-25T00:20:18, Critical path event 2,67,2
2006-07-25T00:29:39, Critical path event 3,92,7
2006-07-25T00:44:13, Misc. noise event 1,14,2
2006-07-25T00:44:23, Critical path event 4,86,1
2006-07-25T00:59:24, Critical path event 5,45,1
2006-07-25T01:07:03, Critical path event 6,50,7
2006-07-25T01:30:55, Critical path event 7,72,0
2006-07-25T01:36:39, Critical path event 8,92,7
2006-07-25T01:43:41, Misc. noise event 2,100,1
2006-07-25T01:46:00, Critical path event 9,81,0
2006-07-25T01:55:24, Critical path event 9,12,8
2006-07-25T02:07:51, Critical path event 9,24,9
2006-07-25T02:14:24, Critical path event 9,81,1
2006-07-25T02:17:10, Misc. noise event 3,94,10
2006-07-25T02:21:23, Critical path event 13,86,2
2006-07-25T02:36:32, Misc. noise event 4,53,2
2006-07-25T02:37:28, Critical path event 14,11,6
2006-07-25T02:46:49, Critical path event 15,34,5
2006-07-25T02:57:44, Misc. noise event 5,94,6
2006-07-25T03:01:55, Critical path event 16,12,4
2006-07-25T03:05:29, Misc. noise event 6,65,5
2006-07-25T03:10:09, Critical path event 17,48,7
2006-07-25T03:25:10, Critical path event 18,26,1
2006-07-25T03:30:38, Misc. noise event 7,31,1
2006-07-25T03:32:49, Critical path event 19,89,7
2006-07-25T03:42:12, Critical path event 19,50,0
2006-07-25T03:52:08, Critical path event 19,75,4
2006-07-25T04:01:29, Critical path event 19,1,7
2006-07-25T04:10:53, Critical path event 23,74,3
2006-07-25T04:21:12, Critical path event 24,68,4
2006-07-25T04:27:45, Critical path event 25,34,1
2006-07-25T04:34:44, Critical path event 26,88,8
2006-07-25T04:49:43, Critical path event 27,69,3
2006-07-25T04:59:04, Critical path event 28,55,0
2006-07-25T05:09:23, Critical path event 29,68,5
2006-07-25T05:17:37, Critical path event 29,39,8
2006-07-25T05:32:38, Critical path event 29,75,5
2006-07-25T05:40:17, Critical path event 29,18,3
2006-07-25T05:49:40, Critical path event 33,8,4
2006-07-25T05:53:11, Misc. noise event 8,33,2
2006-07-25T05:55:24, Critical path event 34,13,3
2006-07-25T06:04:45, Critical path event 35,16,10
2006-07-25T06:17:37, Misc. noise event 9,35,8
2006-07-25T06:17:54, Critical path event 36,85,10
2006-07-25T06:28:13, Critical path event 37,96,8
2006-07-25T06:40:22, Critical path event 38,57,7
2006-07-25T06:50:09, Critical path event 39,89,10
2006-07-25T06:59:12, Critical path event 19,9,2
2006-07-25T07:20:46, Critical path event 19,65,2
2006-07-25T07:26:15, Misc. noise event 10,77,3
2006-07-25T07:28:41, Critical path event 19,69,10
2006-07-25T07:36:55, Critical path event 19,51,7
2006-07-25T07:51:56, Critical path event 44,44,4
