--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2005-03-13T00:00:00, Critical path event 1,54,5
2005-03-13T00:06:18, Critical path event 2,73,8
2005-03-13T00:13:48, Critical path event 3,64,2
2005-03-13T00:19:59, Critical path event 4,75,6
2005-03-13T00:31:45, Critical path event 5,40,7
2005-03-13T00:39:44, Critical path event 6,51,2
2005-03-13T00:45:49, Critical path event 7,47,4
2005-03-13T00:50:20, Critical path event 8,90,7
2005-03-13T00:56:26, Critical path event 9,92,6
2005-03-13T01:03:40, Critical path event 9,81,5
2005-03-13T01:12:14, Critical path event 9,89,9
2005-03-13T01:16:21, Misc. noise event 0,59,7
2005-03-13T01:18:15, Critical path event 9,100,5
2005-03-13T01:24:41, Critical path event 13,88,7
2005-03-13T01:31:07, Critical path event 14,55,6
2005-03-13T01:37:25, Critical path event 15,11,6
2005-03-13T01:44:55, Critical path event 16,64,3
2005-03-13T01:51:06, Critical path event 17,27,9
2005-03-13T01:59:14, Misc. noise event 1,98,9
2005-03-13T02:02:52, Critical path event 18,31,9
2005-03-13T02:10:51, Critical path event 19,26,9
2005-03-13T02:16:56, Critical path event 19,76,3
2005-03-13T02:16:41, Misc. noise event 2,62,9
2005-03-13T02:21:27, Critical path event 19,65,7
2005-03-13T02:22:55, Misc. noise event 3,41,4
2005-03-13T02:27:33, Critical path event 19,22,0
2005-03-13T02:34:47, Critical path event 23,52,10
2005-03-13T02:42:15, Misc. noise event 4,24,5
2005-03-13T02:43:21, Critical path event 24,15,0
2005-03-13T02:49:22, Critical path event 25,21,0
2005-03-13T02:51:28, Misc. noise event 5,86,3
2005-03-13T02:55:48, Critical path event 26,73,3
2005-03-13T03:02:14, Critical path event 27,60,9
2005-03-13T03:08:32, Critical path event 28,5,5
2005-03-13T03:12:58, Misc. noise event 6,38,4
2005-03-13T03:16:02, Critical path event 29,98,9
2005-03-13T03:22:13, Critical path event 29,63,6
2005-03-13T03:33:59, Critical path event 29,81,9
2005-03-13T03:41:58, Critical path event 29,91,10
2005-03-13T03:44:53, Misc. noise event 7,90,2
2005-03-13T03:48:03, Critical path event 33,34,10
2005-03-13T03:52:34, Critical path event 34,74,4
2005-03-13T03:58:40, Critical path event 35,67,0
2005-03-13T04:05:54, Critical path event 36,85,10
2005-03-13T04:14:28, Critical path event 37,47,3
2005-03-13T04:16:16, Misc. noise event 8,26,0
2005-03-13T04:20:29, Critical path event 38,68,6
2005-03-13T04:26:55, Critical path event 39,14,8
2005-03-13T04:31:24, Misc. noise event 9,11,3
2005-03-13T04:33:21, Critical path event 19,31,0
2005-03-13T04:39:39, Critical path event 19,81,0
2005-03-13T04:45:45, Misc. noise event 10,79,7
2005-03-13T04:47:09, Critical path event 19,44,0
2005-03-13T04:53:20, Critical path event 19,50,7
2005-03-13T05:05:06, Critical path event 44,24,5
