--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2005-06-17T00:00:00, Critical path event 1,60,1
2005-06-17T00:10:21, Misc. noise event 0,100,0
2005-06-17T00:14:12, Critical path event 2,89,4
2005-06-17T00:23:32, Critical path event 3,4,7
2005-06-17T00:28:48, Misc. noise event 1,34,6
2005-06-17T00:32:52, Critical path event 4,3,2
2005-06-17T00:47:51, Critical path event 5,11,8
2005-06-17T00:59:27, Misc. noise event 2,98,8
2005-06-17T01:02:50, Critical path event 6,28,0
2005-06-17T01:10:37, Critical path event 7,24,5
2005-06-17T01:14:35, Misc. noise event 3,75,9
2005-06-17T01:16:05, Critical path event 8,20,1
2005-06-17T01:24:08, Critical path event 9,49,0
2005-06-17T01:44:41, Critical path event 9,10,0
2005-06-17T01:54:53, Critical path event 9,38,10
2005-06-17T02:03:47, Critical path event 9,65,4
2005-06-17T02:19:58, Critical path event 13,2,4
2005-06-17T02:28:34, Misc. noise event 4,10,0
2005-06-17T02:30:12, Critical path event 14,88,3
2005-06-17T02:39:37, Critical path event 15,42,2
2005-06-17T02:48:57, Critical path event 16,56,1
2005-06-17T02:56:17, Misc. noise event 5,64,2
2005-06-17T02:58:17, Critical path event 17,24,10
2005-06-17T03:35:46, Critical path event 18,21,9
2005-06-17T03:44:13, Critical path event 19,47,6
2005-06-17T03:52:00, Critical path event 19,82,0
2005-06-17T03:57:28, Critical path event 19,0,1
2005-06-17T04:19:04, Critical path event 19,71,7
2005-06-17T04:28:17, Critical path event 23,25,10
2005-06-17T04:38:29, Critical path event 24,81,9
2005-06-17T04:44:52, Critical path event 25,9,0
2005-06-17T04:52:13, Critical path event 26,33,4
2005-06-17T05:09:14, Critical path event 27,81,10
2005-06-17T05:33:10, Critical path event 28,11,10
2005-06-17T05:41:11, Misc. noise event 6,66,0
2005-06-17T05:42:30, Critical path event 29,27,4
2005-06-17T05:50:59, Misc. noise event 7,67,10
2005-06-17T05:51:50, Critical path event 29,92,4
2005-06-17T06:06:49, Critical path event 29,11,7
2005-06-17T06:09:57, Misc. noise event 8,86,0
2005-06-17T06:14:11, Critical path event 29,17,8
2005-06-17T06:21:05, Misc. noise event 9,91,3
2005-06-17T06:25:05, Critical path event 33,5,4
2005-06-17T06:35:05, Critical path event 34,99,7
2005-06-17T06:48:55, Critical path event 35,68,3
2005-06-17T06:58:08, Critical path event 36,53,0
2005-06-17T07:08:20, Critical path event 37,56,3
2005-06-17T07:14:43, Critical path event 38,1,9
2005-06-17T07:22:04, Critical path event 39,53,4
2005-06-17T07:26:38, Misc. noise event 10,14,10
2005-06-17T07:29:24, Critical path event 19,91,9
2005-06-17T07:38:49, Critical path event 19,57,8
2005-06-17T07:48:13, Critical path event 19,69,2
2005-06-17T08:15:53, Critical path event 19,0,2
2005-06-17T08:30:52, Critical path event 44,58,1
