--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2007-04-06T00:00:00, Critical path event 1,25,10
2007-04-06T00:08:26, Critical path event 2,83,1
2007-04-06T00:20:32, Misc. noise event 0,73,4
2007-04-06T00:23:30, Critical path event 3,80,4
2007-04-06T00:33:03, Critical path event 4,9,1
2007-04-06T00:46:35, Critical path event 5,35,1
2007-04-06T00:54:01, Critical path event 6,71,10
2007-04-06T01:01:08, Misc. noise event 1,53,7
2007-04-06T01:02:27, Critical path event 7,84,0
2007-04-06T01:06:11, Critical path event 8,11,1
2007-04-06T01:12:24, Misc. noise event 2,21,1
2007-04-06T01:13:29, Critical path event 9,27,3
2007-04-06T01:19:51, Misc. noise event 3,34,2
2007-04-06T01:22:23, Critical path event 9,4,7
2007-04-06T01:33:11, Critical path event 9,28,0
2007-04-06T01:36:18, Misc. noise event 4,80,6
2007-04-06T01:40:41, Critical path event 9,73,8
2007-04-06T01:53:51, Misc. noise event 5,48,10
2007-04-06T01:53:51, Critical path event 13,95,4
2007-04-06T02:01:20, Critical path event 14,62,1
2007-04-06T02:07:49, Misc. noise event 6,40,7
2007-04-06T02:09:46, Critical path event 15,2,0
2007-04-06T02:12:56, Misc. noise event 7,84,0
2007-04-06T02:17:09, Critical path event 16,40,9
2007-04-06T02:36:04, Misc. noise event 8,70,9
2007-04-06T02:41:03, Critical path event 17,58,7
2007-04-06T02:54:35, Critical path event 18,4,0
2007-04-06T03:02:03, Critical path event 19,60,3
2007-04-06T03:25:09, Critical path event 19,85,8
2007-04-06T03:28:53, Critical path event 19,3,10
2007-04-06T03:36:11, Critical path event 19,27,9
2007-04-06T03:50:05, Critical path event 23,80,2
2007-04-06T04:00:53, Critical path event 24,48,2
2007-04-06T04:08:23, Critical path event 25,31,6
2007-04-06T04:16:25, Critical path event 26,73,8
2007-04-06T04:37:49, Critical path event 27,81,9
2007-04-06T04:57:07, Critical path event 28,87,2
2007-04-06T05:04:30, Critical path event 29,6,10
2007-04-06T05:30:09, Critical path event 29,64,0
2007-04-06T05:43:41, Critical path event 29,64,1
2007-04-06T05:51:07, Critical path event 29,82,1
2007-04-06T05:59:33, Critical path event 33,97,4
2007-04-06T06:04:07, Critical path event 34,53,0
2007-04-06T06:11:25, Critical path event 35,93,3
2007-04-06T06:20:19, Critical path event 36,16,10
2007-04-06T06:31:07, Critical path event 37,28,3
2007-04-06T06:40:13, Critical path event 38,3,5
2007-04-06T06:48:15, Critical path event 39,37,1
2007-04-06T06:55:44, Critical path event 19,14,5
2007-04-06T07:04:10, Critical path event 19,54,6
2007-04-06T07:08:55, Misc. noise event 9,48,9
2007-04-06T07:11:33, Critical path event 19,21,4
2007-04-06T07:16:57, Misc. noise event 10,35,5
2007-04-06T07:21:06, Critical path event 19,27,2
2007-04-06T07:57:10, Critical path event 44,23,3
