--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2006-05-20T23:55:38, Misc. noise event 0,89,3
2006-05-21T00:00:00, Critical path event 1,33,7
2006-05-21T00:06:03, Critical path event 2,75,3
2006-05-21T00:12:26, Critical path event 3,40,5
2006-05-21T00:18:37, Critical path event 4,50,7
2006-05-21T00:27:13, Misc. noise event 1,24,0
2006-05-21T00:30:19, Critical path event 5,30,2
2006-05-21T00:36:50, Critical path event 6,93,5
2006-05-21T00:43:06, Critical path event 7,6,8
2006-05-21T00:44:59, Misc. noise event 2,53,1
2006-05-21T00:46:29, Critical path event 8,81,7
2006-05-21T00:52:44, Critical path event 9,44,5
2006-05-21T00:58:27, Misc. noise event 3,83,2
2006-05-21T00:59:39, Critical path event 9,47,2
2006-05-21T01:06:16, Misc. noise event 4,84,1
2006-05-21T01:08:00, Critical path event 9,27,9
2006-05-21T01:14:49, Critical path event 9,78,9
2006-05-21T01:21:22, Critical path event 13,23,8
2006-05-21T01:28:35, Critical path event 14,3,5
2006-05-21T01:34:38, Critical path event 15,37,1
2006-05-21T01:41:01, Critical path event 16,22,9
2006-05-21T01:44:12, Misc. noise event 5,26,7
2006-05-21T01:47:12, Critical path event 17,35,10
2006-05-21T01:58:54, Critical path event 18,52,3
2006-05-21T02:05:25, Critical path event 19,100,8
2006-05-21T02:11:41, Critical path event 19,76,3
2006-05-21T02:15:04, Critical path event 19,51,4
2006-05-21T02:16:19, Misc. noise event 6,72,5
2006-05-21T02:21:19, Critical path event 19,79,8
2006-05-21T02:28:14, Critical path event 23,37,2
2006-05-21T02:36:35, Critical path event 24,88,7
2006-05-21T02:43:24, Critical path event 25,25,9
2006-05-21T02:49:57, Critical path event 26,87,5
2006-05-21T02:57:10, Critical path event 27,86,8
2006-05-21T03:03:13, Critical path event 28,15,3
2006-05-21T03:08:49, Misc. noise event 7,69,10
2006-05-21T03:09:36, Critical path event 29,93,5
2006-05-21T03:15:47, Critical path event 29,39,9
2006-05-21T03:27:29, Critical path event 29,95,8
2006-05-21T03:30:57, Misc. noise event 8,63,3
2006-05-21T03:34:00, Critical path event 29,71,3
2006-05-21T03:39:56, Misc. noise event 9,12,8
2006-05-21T03:40:16, Critical path event 33,36,2
2006-05-21T03:43:39, Critical path event 34,69,8
2006-05-21T03:49:54, Critical path event 35,18,8
2006-05-21T03:56:49, Critical path event 36,81,0
2006-05-21T04:05:10, Critical path event 37,9,7
2006-05-21T04:11:59, Critical path event 38,82,8
2006-05-21T04:18:32, Critical path event 39,92,8
2006-05-21T04:25:45, Critical path event 19,21,2
2006-05-21T04:31:48, Critical path event 19,78,0
2006-05-21T04:38:11, Critical path event 19,39,4
2006-05-21T04:44:22, Critical path event 19,73,9
2006-05-21T04:54:08, Misc. noise event 10,94,10
2006-05-21T04:56:04, Critical path event 44,91,6
