--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2007-07-06T00:00:00, Critical path event 1,82,1
2007-07-06T00:18:27, Critical path event 2,60,5
2007-07-06T00:25:40, Misc. noise event 0,66,3
2007-07-06T00:28:39, Critical path event 3,69,5
2007-07-06T00:36:36, Critical path event 4,95,2
2007-07-06T00:57:00, Misc. noise event 1,87,10
2007-07-06T00:58:58, Critical path event 5,64,9
2007-07-06T01:06:54, Critical path event 6,23,10
2007-07-06T01:14:13, Misc. noise event 2,91,6
2007-07-06T01:15:17, Critical path event 7,37,4
2007-07-06T01:19:31, Critical path event 8,14,1
2007-07-06T01:27:41, Critical path event 9,13,1
2007-07-06T01:35:51, Critical path event 9,90,7
2007-07-06T01:47:45, Critical path event 9,78,0
2007-07-06T01:55:13, Critical path event 9,33,8
2007-07-06T01:56:46, Misc. noise event 3,73,8
2007-07-06T02:01:20, Critical path event 13,82,7
2007-07-06T02:22:58, Critical path event 14,35,10
2007-07-06T02:27:19, Misc. noise event 4,68,5
2007-07-06T02:31:03, Critical path event 15,30,1
2007-07-06T02:40:20, Critical path event 16,95,8
2007-07-06T02:48:17, Critical path event 17,33,7
2007-07-06T03:00:35, Misc. noise event 5,1,9
2007-07-06T03:03:16, Critical path event 18,33,2
2007-07-06T03:12:12, Critical path event 19,64,0
2007-07-06T03:20:35, Critical path event 19,55,9
2007-07-06T03:24:49, Critical path event 19,11,8
2007-07-06T03:30:35, Misc. noise event 6,16,2
2007-07-06T03:32:59, Critical path event 19,56,9
2007-07-06T03:41:09, Critical path event 23,72,5
2007-07-06T04:06:06, Critical path event 24,83,7
2007-07-06T04:13:34, Critical path event 25,6,0
2007-07-06T04:17:49, Misc. noise event 7,36,4
2007-07-06T04:19:41, Critical path event 26,17,4
2007-07-06T04:41:41, Critical path event 27,81,2
2007-07-06T04:53:41, Critical path event 28,80,3
2007-07-06T05:01:41, Misc. noise event 8,96,4
2007-07-06T05:02:58, Critical path event 29,83,5
2007-07-06T05:10:55, Critical path event 29,77,0
2007-07-06T05:25:54, Critical path event 29,97,3
2007-07-06T05:33:50, Critical path event 29,56,7
2007-07-06T05:42:13, Critical path event 33,52,8
2007-07-06T05:46:27, Critical path event 34,19,3
2007-07-06T05:54:37, Critical path event 35,10,1
2007-07-06T06:02:47, Critical path event 36,30,7
2007-07-06T06:14:41, Critical path event 37,3,0
2007-07-06T06:22:09, Critical path event 38,34,5
2007-07-06T06:28:16, Critical path event 39,6,0
2007-07-06T06:46:39, Critical path event 19,53,7
2007-07-06T07:07:30, Misc. noise event 9,56,7
2007-07-06T07:07:30, Critical path event 19,19,8
2007-07-06T07:16:47, Critical path event 19,40,1
2007-07-06T07:30:30, Misc. noise event 10,7,2
2007-07-06T07:30:56, Critical path event 19,72,6
2007-07-06T07:45:55, Critical path event 44,86,0
