--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2005-03-09T00:00:00, Critical path event 1,63,10
2005-03-09T00:17:38, Critical path event 2,34,5
2005-03-09T00:29:19, Critical path event 3,64,9
2005-03-09T00:38:29, Critical path event 4,62,5
2005-03-09T00:55:02, Misc. noise event 0,57,7
2005-03-09T00:56:20, Critical path event 5,86,10
2005-03-09T01:04:26, Critical path event 6,38,3
2005-03-09T01:11:47, Critical path event 7,20,0
2005-03-09T01:15:29, Critical path event 8,29,0
2005-03-09T01:24:57, Critical path event 9,20,7
2005-03-09T01:30:49, Misc. noise event 1,87,3
2005-03-09T01:32:12, Critical path event 9,82,6
2005-03-09T01:42:13, Critical path event 9,97,4
2005-03-09T01:50:01, Critical path event 9,90,10
2005-03-09T01:57:17, Critical path event 13,31,3
2005-03-09T02:04:44, Critical path event 14,33,7
2005-03-09T02:13:45, Critical path event 15,48,1
2005-03-09T02:32:52, Critical path event 16,85,6
2005-03-09T02:42:02, Critical path event 17,64,1
2005-03-09T03:14:00, Misc. noise event 2,36,3
2005-03-09T03:15:33, Critical path event 18,93,0
2005-03-09T03:22:59, Critical path event 19,75,4
2005-03-09T03:25:32, Misc. noise event 3,66,5
2005-03-09T03:30:20, Critical path event 19,98,9
2005-03-09T03:34:48, Misc. noise event 4,69,3
2005-03-09T03:37:52, Critical path event 19,99,5
2005-03-09T03:47:20, Critical path event 19,26,6
2005-03-09T04:04:53, Critical path event 23,25,7
2005-03-09T04:10:59, Misc. noise event 5,31,10
2005-03-09T04:14:54, Critical path event 24,34,9
2005-03-09T04:18:26, Misc. noise event 6,63,4
2005-03-09T04:22:42, Critical path event 25,51,7
2005-03-09T04:29:58, Critical path event 26,45,8
2005-03-09T04:45:34, Misc. noise event 7,12,3
2005-03-09T04:50:10, Critical path event 27,62,6
2005-03-09T04:59:11, Critical path event 28,62,9
2005-03-09T05:06:58, Critical path event 29,34,5
2005-03-09T05:16:08, Critical path event 29,18,4
2005-03-09T05:30:02, Critical path event 29,17,0
2005-03-09T05:37:28, Critical path event 29,82,3
2005-03-09T05:44:49, Critical path event 33,17,4
2005-03-09T05:47:43, Misc. noise event 8,60,5
2005-03-09T05:48:31, Critical path event 34,17,6
2005-03-09T05:57:59, Critical path event 35,30,1
2005-03-09T06:01:51, Misc. noise event 9,22,6
2005-03-09T06:05:14, Critical path event 36,10,7
2005-03-09T06:25:43, Critical path event 37,96,2
2005-03-09T06:48:50, Critical path event 38,56,7
2005-03-09T06:56:06, Critical path event 39,98,0
2005-03-09T07:03:33, Critical path event 19,49,0
2005-03-09T07:12:34, Critical path event 19,32,8
2005-03-09T07:31:34, Misc. noise event 10,77,4
2005-03-09T07:34:05, Critical path event 19,71,0
2005-03-09T07:43:15, Critical path event 19,64,9
2005-03-09T07:57:09, Critical path event 44,98,9
