--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2005-10-08T00:00:00, Critical path event 1,43,8
2005-10-08T00:06:00, Critical path event 2,41,5
2005-10-08T00:13:57, Critical path event 3,16,3
2005-10-08T00:20:11, Critical path event 4,8,5
2005-10-08T00:33:08, Critical path event 5,23,3
2005-10-08T00:40:51, Critical path event 6,2,8
2005-10-08T00:47:27, Critical path event 7,10,10
2005-10-08T00:51:48, Misc. noise event 0,92,0
2005-10-08T00:52:26, Critical path event 8,35,0
2005-10-08T01:00:04, Critical path event 9,46,4
2005-10-08T01:07:39, Critical path event 9,38,8
2005-10-08T01:16:20, Misc. noise event 1,73,6
2005-10-08T01:17:18, Critical path event 9,72,4
2005-10-08T01:23:48, Critical path event 9,62,10
2005-10-08T01:27:41, Misc. noise event 2,75,9
2005-10-08T01:28:49, Critical path event 13,98,9
2005-10-08T01:35:05, Critical path event 14,73,9
2005-10-08T01:38:49, Misc. noise event 3,84,3
2005-10-08T01:41:05, Critical path event 15,82,5
2005-10-08T01:46:50, Misc. noise event 4,95,10
2005-10-08T01:49:02, Critical path event 16,55,4
2005-10-08T01:55:16, Critical path event 17,7,4
2005-10-08T02:08:13, Critical path event 18,95,2
2005-10-08T02:15:56, Critical path event 19,40,0
2005-10-08T02:22:32, Critical path event 19,97,10
2005-10-08T02:27:31, Critical path event 19,26,4
2005-10-08T02:35:09, Critical path event 19,85,5
2005-10-08T02:42:19, Misc. noise event 5,15,4
2005-10-08T02:42:44, Critical path event 23,38,9
2005-10-08T02:52:23, Critical path event 24,92,5
2005-10-08T02:55:30, Misc. noise event 6,6,9
2005-10-08T02:58:53, Critical path event 25,49,8
2005-10-08T03:03:54, Critical path event 26,44,1
2005-10-08T03:10:10, Critical path event 27,47,9
2005-10-08T03:14:40, Misc. noise event 7,88,2
2005-10-08T03:16:10, Critical path event 28,46,0
2005-10-08T03:24:07, Critical path event 29,79,7
2005-10-08T03:30:21, Critical path event 29,88,8
2005-10-08T03:43:18, Critical path event 29,21,0
2005-10-08T03:51:01, Critical path event 29,37,1
2005-10-08T03:57:37, Critical path event 33,6,10
2005-10-08T04:00:06, Misc. noise event 8,97,8
2005-10-08T04:02:36, Critical path event 34,62,7
2005-10-08T04:10:14, Critical path event 35,99,8
2005-10-08T04:17:49, Critical path event 36,17,4
2005-10-08T04:27:28, Critical path event 37,51,2
2005-10-08T04:33:58, Critical path event 38,40,8
2005-10-08T04:38:59, Critical path event 39,54,10
2005-10-08T04:45:15, Critical path event 19,48,6
2005-10-08T04:51:15, Critical path event 19,65,9
2005-10-08T04:58:59, Misc. noise event 9,32,7
2005-10-08T04:59:12, Critical path event 19,58,3
2005-10-08T05:05:26, Critical path event 19,12,7
2005-10-08T05:17:12, Misc. noise event 10,16,9
2005-10-08T05:18:23, Critical path event 44,75,8
