--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2007-09-22T00:00:00, Critical path event 1,96,5
2007-09-22T00:07:42, Critical path event 2,46,0
2007-09-22T00:14:14, Critical path event 3,45,6
2007-09-22T00:34:50, Critical path event 4,79,7
2007-09-22T01:07:34, Critical path event 5,17,2
2007-09-22T01:11:46, Misc. noise event 0,13,6
2007-09-22T01:14:46, Critical path event 6,61,10
2007-09-22T01:22:10, Misc. noise event 1,76,0
2007-09-22T01:22:34, Critical path event 7,38,7
2007-09-22T01:26:56, Critical path event 8,64,5
2007-09-22T01:34:17, Critical path event 9,34,3
2007-09-22T01:41:34, Critical path event 9,30,3
2007-09-22T01:50:20, Misc. noise event 2,97,2
2007-09-22T01:50:25, Critical path event 9,23,10
2007-09-22T01:55:42, Critical path event 9,46,6
2007-09-22T02:00:30, Misc. noise event 3,29,8
2007-09-22T02:00:43, Critical path event 13,26,2
2007-09-22T02:15:52, Misc. noise event 4,49,4
2007-09-22T02:20:46, Critical path event 14,55,7
2007-09-22T02:26:47, Critical path event 15,62,8
2007-09-22T02:35:37, Critical path event 16,51,2
2007-09-22T02:43:13, Critical path event 17,43,10
2007-09-22T02:54:23, Critical path event 18,66,5
2007-09-22T03:12:38, Critical path event 19,47,10
2007-09-22T03:20:26, Critical path event 19,3,10
2007-09-22T03:24:48, Critical path event 19,12,6
2007-09-22T03:39:51, Misc. noise event 5,95,4
2007-09-22T03:42:12, Critical path event 19,8,2
2007-09-22T03:49:29, Critical path event 23,85,8
2007-09-22T03:57:14, Misc. noise event 6,60,6
2007-09-22T03:58:20, Critical path event 24,76,10
2007-09-22T04:03:37, Critical path event 25,37,5
2007-09-22T04:08:38, Critical path event 26,11,4
2007-09-22T04:15:20, Misc. noise event 7,2,1
2007-09-22T04:15:53, Critical path event 27,48,0
2007-09-22T04:19:27, Misc. noise event 8,59,1
2007-09-22T04:21:54, Critical path event 28,60,2
2007-09-22T04:27:50, Misc. noise event 9,46,7
2007-09-22T04:28:26, Critical path event 29,89,9
2007-09-22T04:35:25, Critical path event 29,47,10
2007-09-22T05:05:14, Critical path event 29,40,3
2007-09-22T05:12:26, Critical path event 29,7,0
2007-09-22T05:20:14, Critical path event 33,9,0
2007-09-22T05:25:22, Critical path event 34,50,1
2007-09-22T05:32:43, Critical path event 35,10,8
2007-09-22T05:40:00, Critical path event 36,97,6
2007-09-22T05:48:51, Critical path event 37,52,5
2007-09-22T05:54:08, Critical path event 38,85,1
2007-09-22T05:59:09, Critical path event 39,94,9
2007-09-22T06:06:24, Critical path event 19,90,6
2007-09-22T06:07:38, Misc. noise event 10,93,2
2007-09-22T06:12:25, Critical path event 19,91,3
2007-09-22T06:18:57, Critical path event 19,75,0
2007-09-22T06:25:56, Critical path event 19,23,8
2007-09-22T06:37:06, Critical path event 44,24,10
