--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2004-12-03T00:00:00, Critical path event 1,39,4
2004-12-03T00:08:22, Critical path event 2,48,9
2004-12-03T00:12:47, Misc. noise event 0,100,10
2004-12-03T00:17:10, Critical path event 3,9,7
2004-12-03T00:23:10, Misc. noise event 1,58,9
2004-12-03T00:24:59, Critical path event 4,38,3
2004-12-03T00:38:14, Critical path event 5,74,9
2004-12-03T00:43:26, Misc. noise event 2,58,1
2004-12-03T00:45:45, Critical path event 6,10,1
2004-12-03T00:53:19, Critical path event 7,67,1
2004-12-03T00:53:54, Misc. noise event 3,25,4
2004-12-03T00:57:10, Critical path event 8,2,5
2004-12-03T01:05:50, Critical path event 9,79,3
2004-12-03T01:14:44, Critical path event 9,97,5
2004-12-03T01:25:21, Critical path event 9,99,8
2004-12-03T01:31:47, Critical path event 9,68,3
2004-12-03T01:37:28, Misc. noise event 4,29,4
2004-12-03T01:39:50, Critical path event 13,26,9
2004-12-03T01:48:48, Critical path event 14,81,2
2004-12-03T01:57:10, Critical path event 15,66,0
2004-12-03T02:05:58, Critical path event 16,9,5
2004-12-03T02:13:47, Critical path event 17,49,4
2004-12-03T02:25:01, Misc. noise event 5,70,7
2004-12-03T02:27:02, Critical path event 18,69,0
2004-12-03T02:30:34, Misc. noise event 6,73,8
2004-12-03T02:34:33, Critical path event 19,59,5
2004-12-03T02:42:07, Critical path event 19,22,3
2004-12-03T02:45:58, Critical path event 19,92,6
2004-12-03T02:54:38, Critical path event 19,60,9
2004-12-03T03:03:32, Critical path event 23,20,2
2004-12-03T03:14:09, Critical path event 24,42,3
2004-12-03T03:20:35, Critical path event 25,50,6
2004-12-03T03:25:31, Misc. noise event 7,69,9
2004-12-03T03:28:38, Critical path event 26,50,4
2004-12-03T03:37:36, Critical path event 27,35,1
2004-12-03T03:45:58, Critical path event 28,3,0
2004-12-03T03:54:46, Critical path event 29,12,2
2004-12-03T04:02:35, Critical path event 29,44,9
2004-12-03T04:10:52, Misc. noise event 8,26,8
2004-12-03T04:15:50, Critical path event 29,38,6
2004-12-03T04:22:03, Misc. noise event 9,9,9
2004-12-03T04:23:21, Critical path event 29,30,1
2004-12-03T04:26:13, Misc. noise event 10,25,2
2004-12-03T04:30:55, Critical path event 33,35,9
2004-12-03T04:34:46, Critical path event 34,98,0
2004-12-03T04:43:26, Critical path event 35,75,5
2004-12-03T04:52:20, Critical path event 36,7,3
2004-12-03T05:02:57, Critical path event 37,82,8
2004-12-03T05:09:23, Critical path event 38,94,2
2004-12-03T05:17:26, Critical path event 39,99,3
2004-12-03T05:26:24, Critical path event 19,33,3
2004-12-03T05:34:46, Critical path event 19,0,10
2004-12-03T05:43:34, Critical path event 19,34,4
2004-12-03T05:51:23, Critical path event 19,90,9
2004-12-03T06:04:38, Critical path event 44,84,6
