--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2006-08-05T00:00:00, Critical path event 1,29,9
2006-08-05T00:06:14, Critical path event 2,1,2
2006-08-05T00:12:25, Critical path event 3,49,6
2006-08-05T00:20:17, Critical path event 4,3,8
2006-08-05T00:31:33, Critical path event 5,49,7
2006-08-05T00:39:12, Critical path event 6,45,3
2006-08-05T00:45:38, Critical path event 7,65,8
2006-08-05T00:49:19, Critical path event 8,89,7
2006-08-05T00:56:43, Critical path event 9,0,8
2006-08-05T01:02:49, Critical path event 9,1,9
2006-08-05T01:11:57, Critical path event 9,20,0
2006-08-05T01:14:05, Misc. noise event 0,30,5
2006-08-05T01:17:09, Critical path event 9,97,4
2006-08-05T01:22:01, Misc. noise event 1,60,1
2006-08-05T01:22:15, Critical path event 13,42,6
2006-08-05T01:29:23, Critical path event 14,69,10
2006-08-05T01:35:37, Critical path event 15,88,8
2006-08-05T01:40:13, Misc. noise event 2,41,8
2006-08-05T01:41:48, Critical path event 16,2,3
2006-08-05T01:45:21, Misc. noise event 3,79,3
2006-08-05T01:49:40, Critical path event 17,36,0
2006-08-05T02:00:56, Critical path event 18,81,1
2006-08-05T02:08:35, Critical path event 19,47,5
2006-08-05T02:15:01, Critical path event 19,100,6
2006-08-05T02:18:42, Critical path event 19,49,5
2006-08-05T02:26:06, Critical path event 19,74,3
2006-08-05T02:32:12, Critical path event 23,62,8
2006-08-05T02:41:20, Critical path event 24,27,6
2006-08-05T02:46:32, Critical path event 25,84,7
2006-08-05T02:51:38, Critical path event 26,4,9
2006-08-05T02:58:20, Misc. noise event 4,86,7
2006-08-05T02:58:46, Critical path event 27,72,0
2006-08-05T03:05:00, Critical path event 28,64,7
2006-08-05T03:11:11, Critical path event 29,41,4
2006-08-05T03:14:21, Misc. noise event 5,4,5
2006-08-05T03:19:03, Critical path event 29,99,8
2006-08-05T03:30:19, Critical path event 29,56,5
2006-08-05T03:37:58, Critical path event 29,25,8
2006-08-05T03:44:24, Critical path event 33,77,1
2006-08-05T03:48:05, Critical path event 34,42,2
2006-08-05T03:52:45, Misc. noise event 6,67,10
2006-08-05T03:55:29, Critical path event 35,27,1
2006-08-05T04:00:15, Misc. noise event 7,62,9
2006-08-05T04:01:35, Critical path event 36,99,1
2006-08-05T04:05:56, Misc. noise event 8,79,5
2006-08-05T04:10:43, Critical path event 37,3,2
2006-08-05T04:15:55, Critical path event 38,62,8
2006-08-05T04:18:38, Misc. noise event 9,95,6
2006-08-05T04:21:01, Critical path event 39,96,0
2006-08-05T04:26:39, Misc. noise event 10,72,4
2006-08-05T04:28:09, Critical path event 19,17,2
2006-08-05T04:34:23, Critical path event 19,57,1
2006-08-05T04:40:34, Critical path event 19,69,1
2006-08-05T04:48:26, Critical path event 19,35,5
2006-08-05T04:59:42, Critical path event 44,58,5
