--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2007-04-24T00:00:00, Critical path event 1,93,0
2007-04-24T00:07:55, Critical path event 2,43,2
2007-04-24T00:15:27, Critical path event 3,34,10
2007-04-24T00:23:12, Critical path event 4,38,10
2007-04-24T00:36:55, Critical path event 5,24,1
2007-04-24T00:45:04, Misc. noise event 0,11,8
2007-04-24T00:46:30, Critical path event 6,28,2
2007-04-24T00:51:42, Misc. noise event 1,82,2
2007-04-24T00:56:01, Critical path event 7,84,8
2007-04-24T00:58:28, Misc. noise event 2,89,7
2007-04-24T01:01:17, Critical path event 8,99,1
2007-04-24T01:10:07, Critical path event 9,51,4
2007-04-24T01:17:59, Critical path event 9,5,1
2007-04-24T01:29:48, Critical path event 9,18,2
2007-04-24T01:36:23, Critical path event 9,0,5
2007-04-24T01:44:25, Critical path event 13,72,5
2007-04-24T01:52:47, Critical path event 14,50,1
2007-04-24T02:00:42, Critical path event 15,94,6
2007-04-24T02:08:14, Critical path event 16,51,0
2007-04-24T02:15:59, Critical path event 17,30,4
2007-04-24T02:29:42, Critical path event 18,40,9
2007-04-24T02:39:17, Critical path event 19,20,7
2007-04-24T02:48:48, Critical path event 19,74,1
2007-04-24T02:54:04, Critical path event 19,49,6
2007-04-24T03:01:19, Misc. noise event 3,85,9
2007-04-24T03:02:54, Critical path event 19,6,8
2007-04-24T03:05:59, Misc. noise event 4,38,6
2007-04-24T03:10:46, Critical path event 23,39,2
2007-04-24T03:22:35, Critical path event 24,17,3
2007-04-24T03:29:10, Critical path event 25,19,0
2007-04-24T03:37:12, Critical path event 26,96,7
2007-04-24T03:44:10, Misc. noise event 5,10,9
2007-04-24T03:45:34, Critical path event 27,26,6
2007-04-24T03:48:32, Misc. noise event 6,52,9
2007-04-24T03:53:29, Critical path event 28,23,3
2007-04-24T03:57:36, Misc. noise event 7,12,5
2007-04-24T04:01:01, Critical path event 29,37,2
2007-04-24T04:08:46, Critical path event 29,0,5
2007-04-24T04:22:29, Critical path event 29,30,3
2007-04-24T04:32:04, Critical path event 29,62,0
2007-04-24T04:41:35, Critical path event 33,61,7
2007-04-24T04:44:57, Misc. noise event 8,95,7
2007-04-24T04:46:51, Critical path event 34,13,3
2007-04-24T04:53:43, Misc. noise event 9,100,8
2007-04-24T04:55:41, Critical path event 35,20,5
2007-04-24T05:03:33, Critical path event 36,27,9
2007-04-24T05:15:22, Critical path event 37,72,8
2007-04-24T05:21:57, Critical path event 38,64,8
2007-04-24T05:25:59, Misc. noise event 10,15,7
2007-04-24T05:29:59, Critical path event 39,3,7
2007-04-24T05:38:21, Critical path event 19,19,0
2007-04-24T05:46:16, Critical path event 19,97,5
2007-04-24T05:53:48, Critical path event 19,41,6
2007-04-24T06:01:33, Critical path event 19,2,9
2007-04-24T06:15:16, Critical path event 44,69,10
