--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2004-09-15T23:57:26, Misc. noise event 0,40,0
2004-09-16T00:00:00, Critical path event 1,84,4
2004-09-16T00:07:26, Critical path event 2,90,4
2004-09-16T00:15:20, Critical path event 3,45,8
2004-09-16T00:22:42, Critical path event 4,61,7
2004-09-16T01:01:05, Critical path event 5,67,4
2004-09-16T01:17:38, Misc. noise event 1,25,0
2004-09-16T01:20:26, Critical path event 6,79,10
2004-09-16T01:26:57, Misc. noise event 2,79,9
2004-09-16T01:30:32, Critical path event 7,35,2
2004-09-16T01:34:18, Critical path event 8,63,9
2004-09-16T01:52:51, Critical path event 9,22,3
2004-09-16T02:00:05, Critical path event 9,33,8
2004-09-16T02:13:00, Misc. noise event 3,82,6
2004-09-16T02:15:50, Critical path event 9,51,1
2004-09-16T02:23:49, Critical path event 9,88,6
2004-09-16T02:32:03, Critical path event 13,80,2
2004-09-16T02:41:11, Critical path event 14,77,2
2004-09-16T02:48:37, Critical path event 15,96,6
2004-09-16T03:05:54, Critical path event 16,67,8
2004-09-16T03:09:16, Misc. noise event 4,58,9
2004-09-16T03:13:16, Critical path event 17,22,4
2004-09-16T03:28:07, Critical path event 18,38,0
2004-09-16T03:47:20, Critical path event 19,30,2
2004-09-16T03:51:21, Misc. noise event 5,22,2
2004-09-16T03:55:21, Critical path event 19,3,10
2004-09-16T04:02:02, Critical path event 19,66,8
2004-09-16T04:18:22, Critical path event 19,13,6
2004-09-16T04:30:32, Critical path event 23,43,3
2004-09-16T04:41:59, Critical path event 24,38,4
2004-09-16T04:49:58, Critical path event 25,15,2
2004-09-16T04:58:12, Critical path event 26,81,5
2004-09-16T05:09:31, Critical path event 27,32,7
2004-09-16T05:14:26, Misc. noise event 6,99,4
2004-09-16T05:16:57, Critical path event 28,46,6
2004-09-16T05:24:51, Critical path event 29,80,4
2004-09-16T05:30:37, Misc. noise event 7,53,10
2004-09-16T05:32:13, Critical path event 29,76,7
2004-09-16T05:45:31, Misc. noise event 8,28,7
2004-09-16T05:47:04, Critical path event 29,23,5
2004-09-16T05:56:19, Critical path event 29,40,1
2004-09-16T06:16:11, Critical path event 33,24,5
2004-09-16T06:19:57, Critical path event 34,2,5
2004-09-16T06:27:07, Misc. noise event 9,32,4
2004-09-16T06:27:35, Critical path event 35,22,0
2004-09-16T06:48:34, Critical path event 36,28,10
2004-09-16T07:14:12, Misc. noise event 10,17,5
2004-09-16T07:19:02, Critical path event 37,88,7
2004-09-16T07:27:01, Critical path event 38,55,3
2004-09-16T07:37:27, Critical path event 39,49,9
2004-09-16T07:46:35, Critical path event 19,49,2
2004-09-16T07:54:01, Critical path event 19,4,10
2004-09-16T08:01:55, Critical path event 19,18,10
2004-09-16T08:09:17, Critical path event 19,58,3
2004-09-16T08:33:53, Critical path event 44,80,4
