--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2007-05-24T00:00:00, Critical path event 1,85,0
2007-05-24T00:07:34, Critical path event 2,80,5
2007-05-24T00:15:49, Critical path event 3,85,5
2007-05-24T00:33:32, Critical path event 4,18,6
2007-05-24T01:11:56, Critical path event 5,81,9
2007-05-24T01:23:44, Misc. noise event 0,57,2
2007-05-24T01:26:15, Critical path event 6,98,8
2007-05-24T01:32:35, Misc. noise event 1,33,4
2007-05-24T01:34:04, Critical path event 7,13,7
2007-05-24T01:35:13, Misc. noise event 2,39,9
2007-05-24T01:38:30, Critical path event 8,20,3
2007-05-24T01:47:39, Critical path event 9,13,5
2007-05-24T01:55:09, Critical path event 9,6,1
2007-05-24T02:07:03, Critical path event 9,56,8
2007-05-24T02:17:08, Critical path event 9,90,2
2007-05-24T02:23:14, Critical path event 13,35,10
2007-05-24T02:30:59, Critical path event 14,6,7
2007-05-24T02:38:33, Critical path event 15,39,0
2007-05-24T02:46:48, Critical path event 16,74,6
2007-05-24T03:01:44, Critical path event 17,50,7
2007-05-24T03:14:22, Misc. noise event 3,37,6
2007-05-24T03:17:11, Critical path event 18,93,4
2007-05-24T03:24:23, Critical path event 19,97,10
2007-05-24T03:32:12, Critical path event 19,6,8
2007-05-24T03:42:17, Misc. noise event 4,87,5
2007-05-24T03:42:52, Critical path event 19,99,2
2007-05-24T04:00:03, Misc. noise event 5,84,5
2007-05-24T04:04:14, Critical path event 19,22,8
2007-05-24T04:11:44, Critical path event 23,46,9
2007-05-24T04:40:07, Misc. noise event 6,91,10
2007-05-24T04:42:51, Critical path event 24,45,1
2007-05-24T04:49:22, Critical path event 25,80,4
2007-05-24T04:55:28, Critical path event 26,23,8
2007-05-24T05:03:13, Critical path event 27,29,6
2007-05-24T05:10:47, Critical path event 28,26,7
2007-05-24T05:19:02, Critical path event 29,100,2
2007-05-24T05:26:27, Critical path event 29,0,0
2007-05-24T05:41:54, Critical path event 29,20,1
2007-05-24T05:57:02, Critical path event 29,79,10
2007-05-24T06:04:58, Critical path event 33,60,0
2007-05-24T06:09:24, Critical path event 34,57,6
2007-05-24T06:33:33, Critical path event 35,61,6
2007-05-24T06:46:49, Critical path event 36,88,7
2007-05-24T06:53:54, Misc. noise event 7,4,0
2007-05-24T06:58:43, Critical path event 37,19,10
2007-05-24T07:14:14, Misc. noise event 8,53,4
2007-05-24T07:17:57, Critical path event 38,37,5
2007-05-24T07:27:11, Misc. noise event 9,42,1
2007-05-24T07:30:57, Critical path event 39,83,6
2007-05-24T07:40:41, Critical path event 19,22,0
2007-05-24T07:48:15, Critical path event 19,32,1
2007-05-24T07:56:30, Critical path event 19,58,3
2007-05-24T07:59:14, Misc. noise event 10,10,9
2007-05-24T08:04:08, Critical path event 19,51,9
2007-05-24T08:19:35, Critical path event 44,86,0
