--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2006-01-27T00:00:00, Critical path event 1,27,2
2006-01-27T00:04:00, Misc. noise event 0,76,1
2006-01-27T00:07:18, Critical path event 2,96,6
2006-01-27T00:16:20, Critical path event 3,87,2
2006-01-27T00:24:50, Critical path event 4,43,8
2006-01-27T00:40:00, Critical path event 5,22,6
2006-01-27T01:01:17, Critical path event 6,25,7
2006-01-27T01:07:13, Misc. noise event 1,28,0
2006-01-27T01:08:41, Critical path event 7,21,7
2006-01-27T01:13:54, Critical path event 8,56,1
2006-01-27T01:36:59, Critical path event 9,94,3
2006-01-27T01:46:13, Critical path event 9,80,10
2006-01-27T01:56:14, Critical path event 9,6,1
2006-01-27T02:03:49, Critical path event 9,18,1
2006-01-27T02:13:49, Misc. noise event 2,78,5
2006-01-27T02:17:40, Critical path event 13,70,7
2006-01-27T02:27:00, Critical path event 14,12,5
2006-01-27T02:39:29, Critical path event 15,35,2
2006-01-27T02:48:31, Critical path event 16,5,0
2006-01-27T02:55:44, Critical path event 17,69,0
2006-01-27T03:10:54, Critical path event 18,15,7
2006-01-27T03:18:05, Misc. noise event 3,4,3
2006-01-27T03:19:04, Critical path event 19,91,8
2006-01-27T03:26:28, Critical path event 19,99,10
2006-01-27T03:31:41, Critical path event 19,90,3
2006-01-27T03:41:12, Critical path event 19,15,5
2006-01-27T03:50:26, Critical path event 23,86,8
2006-01-27T04:00:27, Critical path event 24,51,7
2006-01-27T04:08:02, Critical path event 25,33,3
2006-01-27T04:20:13, Critical path event 26,42,0
2006-01-27T04:28:17, Misc. noise event 4,97,7
2006-01-27T04:29:33, Critical path event 27,52,0
2006-01-27T04:40:19, Critical path event 28,49,3
2006-01-27T04:49:21, Critical path event 29,28,3
2006-01-27T04:53:46, Misc. noise event 5,9,4
2006-01-27T04:56:34, Critical path event 29,5,2
2006-01-27T05:29:33, Misc. noise event 6,54,6
2006-01-27T05:31:52, Critical path event 29,42,10
2006-01-27T05:37:26, Misc. noise event 7,73,5
2006-01-27T05:40:02, Critical path event 29,50,6
2006-01-27T05:47:26, Critical path event 33,21,7
2006-01-27T05:52:39, Critical path event 34,82,9
2006-01-27T06:02:10, Critical path event 35,2,8
2006-01-27T06:24:11, Critical path event 36,27,3
2006-01-27T06:34:12, Critical path event 37,59,10
2006-01-27T06:41:47, Critical path event 38,48,10
2006-01-27T06:50:15, Critical path event 39,62,8
2006-01-27T06:59:35, Critical path event 19,56,1
2006-01-27T07:06:53, Critical path event 19,65,2
2006-01-27T07:14:33, Misc. noise event 8,30,5
2006-01-27T07:15:55, Critical path event 19,49,0
2006-01-27T07:23:18, Misc. noise event 9,67,10
2006-01-27T07:25:26, Critical path event 19,55,0
2006-01-27T07:40:26, Misc. noise event 10,72,4
2006-01-27T07:40:36, Critical path event 44,27,5
