--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2004-03-28T00:00:00, Critical path event 1,12,3
2004-03-28T00:06:39, Critical path event 2,95,10
2004-03-28T00:13:28, Misc. noise event 0,95,6
2004-03-28T00:14:11, Critical path event 3,29,0
2004-03-28T00:17:16, Misc. noise event 1,98,9
2004-03-28T00:21:02, Critical path event 4,19,8
2004-03-28T00:33:17, Critical path event 5,31,0
2004-03-28T00:39:25, Critical path event 6,38,4
2004-03-28T00:46:31, Critical path event 7,58,0
2004-03-28T00:47:54, Misc. noise event 2,77,1
2004-03-28T00:49:44, Critical path event 8,53,6
2004-03-28T00:56:59, Critical path event 9,63,7
2004-03-28T01:04:42, Critical path event 9,37,8
2004-03-28T01:13:03, Critical path event 9,26,5
2004-03-28T01:19:39, Critical path event 9,7,5
2004-03-28T01:26:23, Critical path event 13,61,7
2004-03-28T01:34:02, Critical path event 14,74,5
2004-03-28T01:40:41, Critical path event 15,9,7
2004-03-28T01:48:13, Critical path event 16,45,4
2004-03-28T01:55:04, Critical path event 17,10,1
2004-03-28T02:02:56, Misc. noise event 3,7,3
2004-03-28T02:07:19, Critical path event 18,27,0
2004-03-28T02:13:27, Critical path event 19,23,5
2004-03-28T02:20:33, Critical path event 19,84,10
2004-03-28T02:23:46, Critical path event 19,90,6
2004-03-28T02:31:01, Critical path event 19,5,3
2004-03-28T02:38:44, Critical path event 23,60,0
2004-03-28T02:45:18, Misc. noise event 4,47,9
2004-03-28T02:47:05, Critical path event 24,81,0
2004-03-28T02:53:41, Critical path event 25,60,9
2004-03-28T03:00:25, Critical path event 26,76,9
2004-03-28T03:07:29, Misc. noise event 5,80,2
2004-03-28T03:08:04, Critical path event 27,59,3
2004-03-28T03:12:13, Misc. noise event 6,37,3
2004-03-28T03:14:43, Critical path event 28,39,10
2004-03-28T03:22:15, Critical path event 29,30,6
2004-03-28T03:28:06, Misc. noise event 7,55,9
2004-03-28T03:29:06, Critical path event 29,95,10
2004-03-28T03:37:06, Misc. noise event 8,69,10
2004-03-28T03:41:21, Critical path event 29,58,0
2004-03-28T03:47:29, Critical path event 29,95,10
2004-03-28T03:54:35, Critical path event 33,38,7
2004-03-28T03:54:02, Misc. noise event 9,72,7
2004-03-28T03:57:48, Critical path event 34,44,0
2004-03-28T04:05:03, Critical path event 35,69,5
2004-03-28T04:12:46, Critical path event 36,3,2
2004-03-28T04:21:07, Critical path event 37,35,10
2004-03-28T04:27:43, Critical path event 38,30,10
2004-03-28T04:34:27, Critical path event 39,79,10
2004-03-28T04:42:06, Critical path event 19,43,0
2004-03-28T04:46:47, Misc. noise event 10,85,3
2004-03-28T04:48:45, Critical path event 19,27,9
2004-03-28T04:56:17, Critical path event 19,49,2
2004-03-28T05:03:08, Critical path event 19,84,7
2004-03-28T05:15:23, Critical path event 44,73,4
