--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2006-08-02T00:00:00, Critical path event 1,75,3
2006-08-02T00:08:45, Critical path event 2,59,5
2006-08-02T00:18:11, Critical path event 3,80,4
2006-08-02T00:24:49, Misc. noise event 0,4,4
2006-08-02T00:27:07, Critical path event 4,18,7
2006-08-02T00:41:55, Critical path event 5,6,8
2006-08-02T00:50:26, Critical path event 6,57,3
2006-08-02T00:59:22, Critical path event 7,64,0
2006-08-02T01:02:59, Critical path event 8,29,7
2006-08-02T01:09:49, Misc. noise event 1,32,3
2006-08-02T01:12:29, Critical path event 9,75,10
2006-08-02T01:15:45, Misc. noise event 2,12,1
2006-08-02T01:19:50, Critical path event 9,95,0
2006-08-02T01:29:21, Misc. noise event 3,14,1
2006-08-02T01:29:57, Critical path event 9,38,0
2006-08-02T01:37:08, Critical path event 9,93,0
2006-08-02T01:43:30, Misc. noise event 4,52,6
2006-08-02T01:43:40, Critical path event 13,58,0
2006-08-02T01:50:55, Critical path event 14,45,10
2006-08-02T01:59:40, Critical path event 15,43,10
2006-08-02T02:09:06, Critical path event 16,79,0
2006-08-02T02:18:02, Critical path event 17,98,3
2006-08-02T02:29:12, Misc. noise event 5,86,0
2006-08-02T02:32:50, Critical path event 18,30,1
2006-08-02T02:41:21, Critical path event 19,30,3
2006-08-02T02:50:17, Critical path event 19,61,7
2006-08-02T02:53:54, Critical path event 19,38,7
2006-08-02T03:03:24, Critical path event 19,41,0
2006-08-02T03:10:11, Misc. noise event 6,51,10
2006-08-02T03:10:45, Critical path event 23,3,0
2006-08-02T03:20:52, Critical path event 24,91,6
2006-08-02T03:28:03, Critical path event 25,45,2
2006-08-02T03:33:38, Misc. noise event 7,16,9
2006-08-02T03:34:35, Critical path event 26,14,0
2006-08-02T03:41:50, Critical path event 27,30,2
2006-08-02T03:50:35, Critical path event 28,16,2
2006-08-02T04:00:01, Critical path event 29,57,10
2006-08-02T04:08:57, Critical path event 29,89,8
2006-08-02T04:23:45, Critical path event 29,58,5
2006-08-02T04:32:16, Critical path event 29,58,0
2006-08-02T04:41:12, Critical path event 33,86,2
2006-08-02T04:40:51, Misc. noise event 8,87,8
2006-08-02T04:44:49, Critical path event 34,92,10
2006-08-02T04:50:49, Misc. noise event 9,23,8
2006-08-02T04:54:19, Critical path event 35,72,0
2006-08-02T05:01:40, Critical path event 36,18,10
2006-08-02T05:10:37, Misc. noise event 10,31,1
2006-08-02T05:11:47, Critical path event 37,56,0
2006-08-02T05:18:58, Critical path event 38,75,8
2006-08-02T05:25:30, Critical path event 39,95,6
2006-08-02T05:32:45, Critical path event 19,51,1
2006-08-02T05:41:30, Critical path event 19,22,3
2006-08-02T05:50:56, Critical path event 19,24,8
2006-08-02T05:59:52, Critical path event 19,87,1
2006-08-02T06:14:40, Critical path event 44,6,6
