--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2005-09-21T23:59:37, Misc. noise event 0,35,8
2005-09-22T00:00, Critical path event 1,44,10
2005-09-22T00:05:19, Misc. noise event 1,9,6
2005-09-22T00:07:33, Critical path event 2,38,5
2005-09-22T00:15:29, Critical path event 3,37,3
2005-09-22T00:24:47, Critical path event 4,98,0
2005-09-22T00:40:12, Critical path event 5,45,8
2005-09-22T00:48:36, Misc. noise event 2,29,3
2005-09-22T00:49:18, Critical path event 6,7,1
2005-09-22T00:54:30, Misc. noise event 3,71,10
2005-09-22T00:58:20, Critical path event 7,79,8
2005-09-22T01:02:13, Critical path event 8,97,1
2005-09-22T01:09:42, Critical path event 9,4,10
2005-09-22T01:18:06, Critical path event 9,86,10
2005-09-22T01:28:29, Critical path event 9,41,2
2005-09-22T01:36:26, Critical path event 9,1,3
2005-09-22T01:43:27, Critical path event 13,97,3
2005-09-22T01:48:11, Misc. noise event 4,40,6
2005-09-22T01:51:55, Critical path event 14,18,6
2005-09-22T01:59:28, Critical path event 15,48,1
2005-09-22T02:07:24, Critical path event 16,4,1
2005-09-22T02:16:42, Critical path event 17,29,8
2005-09-22T02:32:07, Critical path event 18,71,7
2005-09-22T02:41:13, Critical path event 19,3,8
2005-09-22T02:50:15, Critical path event 19,16,5
2005-09-22T02:54:08, Critical path event 19,52,4
2005-09-22T02:56:43, Misc. noise event 5,25,6
2005-09-22T03:01:37, Critical path event 19,18,10
2005-09-22T03:10:01, Critical path event 23,29,10
2005-09-22T03:20:24, Critical path event 24,27,8
2005-09-22T03:28:21, Critical path event 25,13,3
2005-09-22T03:35:22, Critical path event 26,44,7
2005-09-22T03:43:50, Critical path event 27,91,5
2005-09-22T03:51:23, Critical path event 28,32,1
2005-09-22T03:59:19, Critical path event 29,5,8
2005-09-22T04:08:37, Critical path event 29,24,4
2005-09-22T04:24:02, Critical path event 29,12,7
2005-09-22T04:33:08, Critical path event 29,16,9
2005-09-22T04:42:10, Critical path event 33,27,5
2005-09-22T04:46:03, Critical path event 34,31,2
2005-09-22T04:53:32, Critical path event 35,89,3
2005-09-22T04:57:12, Misc. noise event 6,64,7
2005-09-22T05:01:56, Critical path event 36,99,7
2005-09-22T05:12:19, Critical path event 37,58,1
2005-09-22T05:20:16, Critical path event 38,18,2
2005-09-22T05:26:04, Misc. noise event 7,62,5
2005-09-22T05:27:17, Critical path event 39,10,0
2005-09-22T05:34:18, Misc. noise event 8,73,6
2005-09-22T05:35:45, Critical path event 19,86,0
2005-09-22T05:43:18, Critical path event 19,94,9
2005-09-22T05:49:15, Misc. noise event 9,53,9
2005-09-22T05:51:14, Critical path event 19,68,8
2005-09-22T06:00:32, Critical path event 19,34,5
2005-09-22T06:11:19, Misc. noise event 10,89,1
2005-09-22T06:15:57, Critical path event 44,2,7
