--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2005-06-30T23:55:57, Misc. noise event 0,65,1
2005-07-01T00:00, Critical path event 1,21,4
2005-07-01T00:07:18, Misc. noise event 1,95,4
2005-07-01T00:08:28, Critical path event 2,36,7
2005-07-01T00:17:00, Critical path event 3,57,9
2005-07-01T00:25:30, Critical path event 4,13,9
2005-07-01T00:39:21, Critical path event 5,10,0
2005-07-01T00:47:23, Critical path event 6,79,9
2005-07-01T00:55:29, Critical path event 7,29,5
2005-07-01T01:01:27, Critical path event 8,28,8
2005-07-01T01:05:40, Misc. noise event 2,74,6
2005-07-01T01:09:48, Critical path event 9,26,4
2005-07-01T01:18:12, Critical path event 9,69,7
2005-07-01T01:27:39, Misc. noise event 3,100,7
2005-07-01T01:28:32, Critical path event 9,57,8
2005-07-01T01:35:01, Critical path event 9,44,8
2005-07-01T01:42:49, Critical path event 13,70,1
2005-07-01T01:52:07, Critical path event 14,76,2
2005-07-01T02:00:35, Critical path event 15,13,5
2005-07-01T02:08:52, Misc. noise event 4,85,8
2005-07-01T02:09:07, Critical path event 16,45,2
2005-07-01T02:17:37, Critical path event 17,3,0
2005-07-01T02:31:28, Critical path event 18,2,8
2005-07-01T02:39:30, Critical path event 19,61,3
2005-07-01T02:46:49, Misc. noise event 5,21,9
2005-07-01T02:47:36, Critical path event 19,77,7
2005-07-01T02:53:34, Critical path event 19,46,9
2005-07-01T03:00:46, Misc. noise event 6,74,5
2005-07-01T03:01:55, Critical path event 19,20,2
2005-07-01T03:06:01, Misc. noise event 7,94,1
2005-07-01T03:10:19, Critical path event 23,85,1
2005-07-01T03:20:39, Critical path event 24,57,6
2005-07-01T03:27:03, Misc. noise event 8,79,2
2005-07-01T03:27:08, Critical path event 25,84,8
2005-07-01T03:34:56, Critical path event 26,39,6
2005-07-01T03:44:14, Critical path event 27,18,0
2005-07-01T03:52:42, Critical path event 28,73,6
2005-07-01T04:01:14, Critical path event 29,78,8
2005-07-01T04:09:44, Critical path event 29,99,2
2005-07-01T04:23:35, Critical path event 29,21,9
2005-07-01T04:31:37, Critical path event 29,79,5
2005-07-01T04:39:43, Critical path event 33,85,8
2005-07-01T04:45:41, Critical path event 34,33,1
2005-07-01T04:51:09, Misc. noise event 9,85,2
2005-07-01T04:54:02, Critical path event 35,91,4
2005-07-01T05:02:07, Misc. noise event 10,15,8
2005-07-01T05:02:26, Critical path event 36,84,10
2005-07-01T05:12:46, Critical path event 37,88,2
2005-07-01T05:19:15, Critical path event 38,92,2
2005-07-01T05:27:03, Critical path event 39,79,3
2005-07-01T05:36:21, Critical path event 19,21,3
2005-07-01T05:44:49, Critical path event 19,54,7
2005-07-01T05:53:21, Critical path event 19,75,5
2005-07-01T06:01:51, Critical path event 19,5,5
2005-07-01T06:15:42, Critical path event 44,2,2
