--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2004-12-02T00:00, Critical path event 1,88,4
2004-12-02T00:06:57, Misc. noise event 0,85,7
2004-12-02T00:09:17, Critical path event 2,16,2
2004-12-02T00:16:30, Critical path event 3,26,10
2004-12-02T00:24:24, Critical path event 4,71,4
2004-12-02T00:38:15, Misc. noise event 1,82,1
2004-12-02T00:38:18, Critical path event 5,100,2
2004-12-02T00:45:57, Critical path event 6,88,7
2004-12-02T00:55:11, Critical path event 7,3,0
2004-12-02T00:59:45, Critical path event 8,40,7
2004-12-02T01:09:07, Critical path event 9,40,1
2004-12-02T01:16:33, Critical path event 9,38,3
2004-12-02T01:23:08, Misc. noise event 2,84,6
2004-12-02T01:27:44, Critical path event 9,88,2
2004-12-02T01:35:06, Critical path event 9,4,2
2004-12-02T01:43:20, Critical path event 13,25,10
2004-12-02T01:51:38, Critical path event 14,81,2
2004-12-02T02:00:55, Critical path event 15,61,9
2004-12-02T02:08:08, Critical path event 16,51,9
2004-12-02T02:11:16, Misc. noise event 3,26,4
2004-12-02T02:16:02, Critical path event 17,14,6
2004-12-02T02:29:56, Critical path event 18,99,1
2004-12-02T02:37:35, Critical path event 19,52,9
2004-12-02T02:46:49, Critical path event 19,55,1
2004-12-02T02:51:23, Critical path event 19,52,1
2004-12-02T03:00:45, Critical path event 19,65,9
2004-12-02T03:08:11, Critical path event 23,49,8
2004-12-02T03:19:22, Critical path event 24,50,3
2004-12-02T03:26:44, Critical path event 25,19,2
2004-12-02T03:32:23, Misc. noise event 4,23,10
2004-12-02T03:34:58, Critical path event 26,45,3
2004-12-02T03:43:16, Critical path event 27,71,7
2004-12-02T03:49:36, Misc. noise event 5,96,7
2004-12-02T03:52:33, Critical path event 28,6,7
2004-12-02T03:59:46, Critical path event 29,24,5
2004-12-02T04:07:40, Critical path event 29,25,5
2004-12-02T04:21:34, Critical path event 29,6,10
2004-12-02T04:29:13, Critical path event 29,24,0
2004-12-02T04:34:03, Misc. noise event 6,91,5
2004-12-02T04:38:27, Critical path event 33,94,4
2004-12-02T04:41:49, Misc. noise event 7,28,10
2004-12-02T04:43:01, Critical path event 34,59,8
2004-12-02T04:50:19, Misc. noise event 8,54,9
2004-12-02T04:52:23, Critical path event 35,81,3
2004-12-02T04:59:49, Critical path event 36,37,10
2004-12-02T05:06:28, Misc. noise event 9,89,2
2004-12-02T05:11:00, Critical path event 37,75,1
2004-12-02T05:18:22, Critical path event 38,25,9
2004-12-02T05:26:36, Critical path event 39,11,5
2004-12-02T05:34:54, Critical path event 19,46,1
2004-12-02T05:44:11, Critical path event 19,3,3
2004-12-02T05:50:28, Misc. noise event 10,24,8
2004-12-02T05:51:24, Critical path event 19,94,9
2004-12-02T05:59:18, Critical path event 19,64,7
2004-12-02T06:13:12, Critical path event 44,36,8
