--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2004-07-13T00:00, Critical path event 1,92,4
2004-07-13T00:05:18, Misc. noise event 0,94,0
2004-07-13T00:07:52, Critical path event 2,3,4
2004-07-13T00:16:35, Critical path event 3,88,10
2004-07-13T00:23:47, Misc. noise event 1,48,8
2004-07-13T00:25:12, Critical path event 4,6,7
2004-07-13T00:39:59, Critical path event 5,8,7
2004-07-13T00:47:28, Misc. noise event 2,1,10
2004-07-13T00:48:39, Critical path event 6,31,8
2004-07-13T00:57:54, Critical path event 7,100,8
2004-07-13T01:00:25, Misc. noise event 3,39,9
2004-07-13T01:03:34, Critical path event 8,0,2
2004-07-13T01:12:08, Misc. noise event 4,79,7
2004-07-13T01:16:37, Critical path event 9,96,5
2004-07-13T01:25:00, Critical path event 9,42,4
2004-07-13T01:32:14, Misc. noise event 5,8,9
2004-07-13T01:36:12, Critical path event 9,38,7
2004-07-13T01:42:45, Critical path event 9,55,3
2004-07-13T01:49:12, Critical path event 13,17,6
2004-07-13T01:57:26, Critical path event 14,74,10
2004-07-13T02:05:18, Critical path event 15,10,5
2004-07-13T02:09:59, Misc. noise event 6,19,6
2004-07-13T02:14:01, Critical path event 16,38,2
2004-07-13T02:22:38, Critical path event 17,18,9
2004-07-13T03:05:20, Critical path event 18,50,0
2004-07-13T03:14:00, Critical path event 19,24,3
2004-07-13T03:32:28, Critical path event 19,43,9
2004-07-13T03:38:08, Critical path event 19,6,9
2004-07-13T03:58:50, Critical path event 19,11,10
2004-07-13T04:07:13, Critical path event 23,24,10
2004-07-13T04:18:25, Critical path event 24,31,0
2004-07-13T04:24:28, Critical path event 25,28,9
2004-07-13T04:30:55, Critical path event 26,34,1
2004-07-13T04:39:09, Critical path event 27,83,0
2004-07-13T04:47:01, Critical path event 28,87,9
2004-07-13T04:55:44, Critical path event 29,65,10
2004-07-13T05:18:34, Critical path event 29,29,5
2004-07-13T05:33:21, Critical path event 29,27,4
2004-07-13T05:39:54, Misc. noise event 7,90,4
2004-07-13T05:42:01, Critical path event 29,75,9
2004-07-13T05:50:56, Misc. noise event 8,52,3
2004-07-13T05:51:16, Critical path event 33,76,7
2004-07-13T05:56:56, Critical path event 34,84,1
2004-07-13T06:00:41, Misc. noise event 9,45,9
2004-07-13T06:04:19, Critical path event 35,30,9
2004-07-13T06:12:42, Critical path event 36,14,2
2004-07-13T06:41:53, Critical path event 37,34,3
2004-07-13T06:47:56, Critical path event 38,91,6
2004-07-13T06:54:23, Critical path event 39,14,6
2004-07-13T06:58:10, Misc. noise event 10,34,5
2004-07-13T07:02:37, Critical path event 19,74,9
2004-07-13T07:10:29, Critical path event 19,93,1
2004-07-13T07:19:12, Critical path event 19,17,3
2004-07-13T07:27:49, Critical path event 19,49,10
2004-07-13T07:42:36, Critical path event 44,3,1
