--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2004-04-08T00:00, Critical path event 1,97,10
2004-04-08T00:08:17, Critical path event 2,2,4
2004-04-08T00:11:14, Misc. noise event 0,98,6
2004-04-08T00:15:38, Critical path event 3,39,8
2004-04-08T00:25:03, Critical path event 4,59,6
2004-04-08T00:40:27, Critical path event 5,76,4
2004-04-08T00:48:33, Critical path event 6,5,6
2004-04-08T00:56:19, Misc. noise event 1,81,7
2004-04-08T00:57:26, Critical path event 7,41,0
2004-04-08T01:02:44, Critical path event 8,52,2
2004-04-08T01:10:03, Critical path event 9,96,1
2004-04-08T01:17:27, Critical path event 9,19,2
2004-04-08T01:28:47, Critical path event 9,80,4
2004-04-08T01:35:35, Critical path event 9,45,3
2004-04-08T01:43:45, Critical path event 13,63,3
2004-04-08T01:52:08, Critical path event 14,51,3
2004-04-08T01:59:08, Misc. noise event 2,25,0
2004-04-08T02:00:25, Critical path event 15,47,7
2004-04-08T02:15:58, Critical path event 16,65,9
2004-04-08T02:25:23, Critical path event 17,77,5
2004-04-08T02:46:44, Critical path event 18,52,1
2004-04-08T02:54:50, Critical path event 19,83,5
2004-04-08T03:03:43, Critical path event 19,66,8
2004-04-08T03:09:01, Critical path event 19,22,1
2004-04-08T03:16:20, Critical path event 19,43,3
2004-04-08T03:23:44, Critical path event 23,36,4
2004-04-08T03:31:30, Misc. noise event 3,93,2
2004-04-08T03:35:04, Critical path event 24,67,7
2004-04-08T03:41:52, Critical path event 25,4,9
2004-04-08T03:56:14, Critical path event 26,45,1
2004-04-08T04:04:37, Critical path event 27,9,1
2004-04-08T04:12:54, Critical path event 28,62,6
2004-04-08T04:18:03, Misc. noise event 4,56,4
2004-04-08T04:20:15, Critical path event 29,27,2
2004-04-08T04:26:36, Misc. noise event 5,46,3
2004-04-08T04:29:40, Critical path event 29,35,10
2004-04-08T04:53:25, Critical path event 29,25,10
2004-04-08T04:58:31, Misc. noise event 6,63,10
2004-04-08T05:01:31, Critical path event 29,46,8
2004-04-08T05:21:45, Critical path event 33,32,5
2004-04-08T05:27:03, Critical path event 34,83,3
2004-04-08T05:37:32, Critical path event 35,42,2
2004-04-08T05:44:56, Critical path event 36,38,3
2004-04-08T06:01:10, Misc. noise event 7,77,10
2004-04-08T06:02:21, Critical path event 37,42,4
2004-04-08T06:05:31, Misc. noise event 8,82,6
2004-04-08T06:09:09, Critical path event 38,87,9
2004-04-08T06:23:09, Misc. noise event 9,49,8
2004-04-08T06:27:31, Critical path event 39,5,5
2004-04-08T06:35:54, Critical path event 19,0,1
2004-04-08T06:44:11, Critical path event 19,3,6
2004-04-08T06:51:32, Critical path event 19,96,7
2004-04-08T06:58:19, Misc. noise event 10,80,2
2004-04-08T07:00:57, Critical path event 19,61,10
2004-04-08T07:16:21, Critical path event 44,73,7
