--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2004-11-25T00:00, Critical path event 1,33,0
2004-11-25T00:07:19, Critical path event 2,90,3
2004-11-25T00:11:01, Misc. noise event 0,69,5
2004-11-25T00:14:37, Critical path event 3,79,1
2004-11-25T00:22:33, Critical path event 4,63,5
2004-11-25T00:36:42, Critical path event 5,55,6
2004-11-25T00:45:14, Critical path event 6,67,6
2004-11-25T00:53:33, Critical path event 7,29,1
2004-11-25T00:58:27, Critical path event 8,27,2
2004-11-25T01:05:57, Critical path event 9,51,0
2004-11-25T01:14:46, Critical path event 9,86,1
2004-11-25T01:22:00, Misc. noise event 1,13,4
2004-11-25T01:26:14, Critical path event 9,84,5
2004-11-25T01:33:32, Critical path event 9,78,9
2004-11-25T01:37:57, Misc. noise event 2,36,5
2004-11-25T01:39:50, Critical path event 13,24,1
2004-11-25T01:44:18, Misc. noise event 3,46,2
2004-11-25T01:48:01, Critical path event 14,78,0
2004-11-25T01:55:20, Critical path event 15,79,6
2004-11-25T02:02:38, Critical path event 16,64,0
2004-11-25T02:10:34, Critical path event 17,56,0
2004-11-25T02:24:43, Critical path event 18,7,1
2004-11-25T02:33:15, Critical path event 19,93,6
2004-11-25T02:41:34, Critical path event 19,11,7
2004-11-25T02:42:52, Misc. noise event 4,58,3
2004-11-25T02:46:28, Critical path event 19,70,3
2004-11-25T02:53:58, Critical path event 19,81,6
2004-11-25T03:02:47, Critical path event 23,49,5
2004-11-25T03:14:15, Critical path event 24,100,8
2004-11-25T03:21:33, Critical path event 25,97,0
2004-11-25T03:27:51, Critical path event 26,26,8
2004-11-25T03:36:02, Critical path event 27,16,7
2004-11-25T03:43:21, Critical path event 28,74,1
2004-11-25T03:50:39, Critical path event 29,89,5
2004-11-25T03:56:40, Misc. noise event 5,71,9
2004-11-25T03:58:35, Critical path event 29,57,3
2004-11-25T04:12:44, Critical path event 29,38,9
2004-11-25T04:17:43, Misc. noise event 6,38,5
2004-11-25T04:21:16, Critical path event 29,99,9
2004-11-25T04:29:35, Critical path event 33,23,7
2004-11-25T04:32:40, Misc. noise event 7,67,10
2004-11-25T04:34:29, Critical path event 34,13,7
2004-11-25T04:41:59, Critical path event 35,47,3
2004-11-25T04:50:48, Critical path event 36,79,8
2004-11-25T04:58:18, Misc. noise event 8,33,10
2004-11-25T05:02:16, Critical path event 37,78,2
2004-11-25T05:09:34, Critical path event 38,22,8
2004-11-25T05:15:52, Critical path event 39,59,9
2004-11-25T05:24:03, Critical path event 19,68,3
2004-11-25T05:28:53, Misc. noise event 9,57,5
2004-11-25T05:31:22, Critical path event 19,85,4
2004-11-25T05:34:30, Misc. noise event 10,0,10
2004-11-25T05:38:40, Critical path event 19,72,0
2004-11-25T05:46:36, Critical path event 19,82,5
2004-11-25T06:00:45, Critical path event 44,2,6
