--------------------------------------------------
datetime,message,random_int_1,random_int_2
--------------------------------------------------
2005-01-02T00:00, Critical path event 1,59,7
2005-01-02T00:07:04, Critical path event 2,29,5
2005-01-02T00:13:31, Critical path event 3,96,8
2005-01-02T00:20:00, Critical path event 4,76,2
2005-01-02T00:32:49, Critical path event 5,9,7
2005-01-02T00:39:01, Critical path event 6,27,5
2005-01-02T00:43:59, Misc. noise event 0,23,5
2005-01-02T00:46:50, Critical path event 7,40,6
2005-01-02T00:49:55, Critical path event 8,11,9
2005-01-02T00:56:38, Critical path event 9,18,0
2005-01-02T01:04:15, Critical path event 9,27,7
2005-01-02T01:13:50, Critical path event 9,37,7
2005-01-02T01:20:23, Critical path event 9,85,7
2005-01-02T01:27:18, Critical path event 13,11,10
2005-01-02T01:28:45, Misc. noise event 1,97,2
2005-01-02T01:33:33, Critical path event 14,65,10
2005-01-02T01:37:21, Misc. noise event 2,38,5
2005-01-02T01:40:37, Critical path event 15,47,4
2005-01-02T01:47:04, Critical path event 16,42,10
2005-01-02T01:49:14, Misc. noise event 3,25,9
2005-01-02T01:53:33, Critical path event 17,31,5
2005-01-02T02:06:22, Critical path event 18,42,8
2005-01-02T02:12:34, Critical path event 19,29,1
2005-01-02T02:20:23, Critical path event 19,44,2
2005-01-02T02:23:28, Critical path event 19,47,5
2005-01-02T02:30:11, Critical path event 19,12,2
2005-01-02T02:37:48, Critical path event 23,2,2
2005-01-02T02:47:23, Critical path event 24,7,2
2005-01-02T02:53:56, Critical path event 25,2,5
2005-01-02T03:00:51, Critical path event 26,90,8
2005-01-02T03:07:06, Critical path event 27,63,9
2005-01-02T03:10:03, Misc. noise event 4,94,0
2005-01-02T03:14:10, Critical path event 28,42,8
2005-01-02T03:18:40, Misc. noise event 5,26,3
2005-01-02T03:20:37, Critical path event 29,46,8
2005-01-02T03:25:06, Misc. noise event 6,7,0
2005-01-02T03:27:06, Critical path event 29,25,6
2005-01-02T03:39:55, Critical path event 29,43,9
2005-01-02T03:46:07, Critical path event 29,83,8
2005-01-02T03:53:56, Critical path event 33,40,7
2005-01-02T03:52:22, Misc. noise event 7,14,6
2005-01-02T03:57:01, Critical path event 34,38,7
2005-01-02T03:58:52, Misc. noise event 8,31,8
2005-01-02T04:03:44, Critical path event 35,91,2
2005-01-02T04:10:26, Misc. noise event 9,28,10
2005-01-02T04:11:21, Critical path event 36,33,1
2005-01-02T04:20:56, Critical path event 37,21,8
2005-01-02T04:27:29, Critical path event 38,8,4
2005-01-02T04:34:24, Critical path event 39,94,8
2005-01-02T04:40:39, Critical path event 19,0,1
2005-01-02T04:47:43, Critical path event 19,51,10
2005-01-02T04:49:58, Misc. noise event 10,17,9
2005-01-02T04:54:10, Critical path event 19,68,2
2005-01-02T05:00:39, Critical path event 19,67,2
2005-01-02T05:13:28, Critical path event 44,62,9
